,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_주식회사 동우이앤씨,y
1152,2019-12-31,0.9911462676117335,0.9767200339876625,1.0075474356783254,0.9911462676117335,0.9911462676117335,0.0013040182266185918,0.0013040182266185918,0.0013040182266185918,0.002193431222057705,0.002193431222057705,0.002193431222057705,-0.000889412995439113,-0.000889412995439113,-0.000889412995439113,0.0,0.0,0.0,0.9924502858383522,0.9897944996
1153,2020-01-06,0.9911282371871899,0.9770205541607331,1.0083419942074145,0.9911282371871899,0.9911282371871899,0.001237502910352389,0.001237502910352389,0.001237502910352389,0.0014546478627730903,0.0014546478627730903,0.0014546478627730903,-0.00021714495242070134,-0.00021714495242070134,-0.00021714495242070134,0.0,0.0,0.0,0.9923657400975423,1.010714037
1154,2020-01-09,0.9911192219749182,0.9772035219133798,1.008144269975351,0.9911192219749182,0.9911192219749182,0.001261512334454381,0.001261512334454381,0.001261512334454381,0.0013795489509009979,0.0013795489509009979,0.0013795489509009979,-0.00011803661644661698,-0.00011803661644661698,-0.00011803661644661698,0.0,0.0,0.0,0.9923807343093726,0.9938066501
1155,2020-01-14,0.9911041966211318,0.976970393326114,1.004902399608021,0.9911041966211318,0.9911041966211318,0.0016994874749342117,0.0016994874749342117,0.0016994874749342117,0.002193431222060752,0.002193431222060752,0.002193431222060752,-0.00049394374712654,-0.00049394374712654,-0.00049394374712654,0.0,0.0,0.0,0.992803684096066,0.9852177253
1156,2020-01-15,0.9911011915503745,0.9758520627769302,1.0080350414330908,0.9911011915503745,0.9911011915503745,0.0005953250462249246,0.0005953250462249246,0.0005953250462249246,0.00124408292945069,0.00124408292945069,0.00124408292945069,-0.0006487578832257654,-0.0006487578832257654,-0.0006487578832257654,0.0,0.0,0.0,0.9916965165965994,0.9868242194
1157,2020-01-16,0.9910981864796173,0.977619543711943,1.006148143368392,0.9910981864796173,0.9910981864796173,0.0005536591774948501,0.0005536591774948501,0.0005536591774948501,0.001379548950902303,0.001379548950902303,0.001379548950902303,-0.0008258897734074531,-0.0008258897734074531,-0.0008258897734074531,0.0,0.0,0.0,0.9916518456571122,1.0011702138
1158,2020-01-21,0.991083161125831,0.9749739523476192,1.0062056330950124,0.991083161125831,0.991083161125831,0.0002696471503360512,0.0002696471503360512,0.0002696471503360512,0.00219343122206126,0.00219343122206126,0.00219343122206126,-0.001923784071725209,-0.001923784071725209,-0.001923784071725209,0.0,0.0,0.0,0.991352808276167,0.9895558856
1159,2020-01-22,0.9910801560550737,0.9741620797479429,1.007295451642624,0.9910801560550737,0.9910801560550737,-0.0009117922715294163,-0.0009117922715294163,-0.0009117922715294163,0.0012440829294496612,0.0012440829294496612,0.0012440829294496612,-0.0021558752009790774,-0.0021558752009790774,-0.0021558752009790774,0.0,0.0,0.0,0.9901683637835443,0.9908486679
1160,2020-01-28,0.99106212563053,0.9751256628143626,1.0049265561757692,0.99106212563053,0.99106212563053,-0.001050222583779663,-0.001050222583779663,-0.001050222583779663,0.0021934312220596264,0.0021934312220596264,0.0021934312220596264,-0.0032436538058392894,-0.0032436538058392894,-0.0032436538058392894,0.0,0.0,0.0,0.9900119030467504,0.9908659789
1161,2020-01-30,0.9910561154890156,0.9736858091946613,1.0034252087137379,0.9910561154890156,0.9910561154890156,-0.0020137730121990416,-0.0020137730121990416,-0.0020137730121990416,0.001379548950904193,0.001379548950904193,0.001379548950904193,-0.0033933219631032347,-0.0033933219631032347,-0.0033933219631032347,0.0,0.0,0.0,0.9890423424768165,0.990309719
1162,2020-01-31,0.9910531104182583,0.9738337897647702,1.0036558911765825,0.9910531104182583,0.9910531104182583,-0.0019261663225455653,-0.0019261663225455653,-0.0019261663225455653,0.0014890635471745577,0.0014890635471745577,0.0014890635471745577,-0.0034152298697201233,-0.0034152298697201233,-0.0034152298697201233,0.0,0.0,0.0,0.9891269440957127,0.9941244748
