,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_주식회사 아이티엠코퍼레이션건축사사무소,y
1480,2022-07-15,1.006077960843925,0.9909559472700414,1.0145103212572195,1.006077960843925,1.006077960843925,-0.003932925462019231,-0.003932925462019231,-0.003932925462019231,-0.004326628845757053,-0.004326628845757053,-0.004326628845757053,0.0003937033837378217,0.0003937033837378217,0.0003937033837378217,0.0,0.0,0.0,1.0021450353819057,1.0060204
1481,2022-07-18,1.006098091951164,0.9899436739862276,1.0132684644746057,1.006098091951164,1.006098091951164,-0.0035557092539207796,-0.0035557092539207796,-0.0035557092539207796,-0.004519495929435441,-0.004519495929435441,-0.004519495929435441,0.0009637866755146615,0.0009637866755146615,0.0009637866755146615,0.0,0.0,0.0,1.0025423826972433,1.0041275
1482,2022-07-19,1.0061048023202437,0.9919740501216958,1.0131671518452252,1.0061048023202437,1.0061048023202437,-0.0033919913350982087,-0.0033919913350982087,-0.0033919913350982087,-0.0045517497116173275,-0.0045517497116173275,-0.0045517497116173275,0.0011597583765191187,0.0011597583765191187,0.0011597583765191187,0.0,0.0,0.0,1.0027128109851455,1.0042198999999998
1483,2022-07-21,1.006118223058403,0.9917994956226744,1.0148575715638084,1.006118223058403,1.006118223058403,-0.0027468308422679073,-0.0027468308422679073,-0.0027468308422679073,-0.004291792639837391,-0.004291792639837391,-0.004291792639837391,0.0015449617975694843,0.0015449617975694843,0.0015449617975694843,0.0,0.0,0.0,1.003371392216135,0.999273
1484,2022-07-22,1.0061249334274827,0.9929868321984486,1.0136570716836224,1.0061249334274827,1.0061249334274827,-0.0025980601621894295,-0.0025980601621894295,-0.0025980601621894295,-0.004326628845779633,-0.004326628845779633,-0.004326628845779633,0.0017285686835902035,0.0017285686835902035,0.0017285686835902035,0.0,0.0,0.0,1.0035268732652933,
1485,2022-07-23,1.0061316437965624,1.0086416300809733,1.030608188038538,1.0061316437965624,1.0061316437965624,0.013246031978612254,0.013246031978612254,0.013246031978612254,0.011343654611339883,0.011343654611339883,0.011343654611339883,0.0019023773672723725,0.0019023773672723725,0.0019023773672723725,0.0,0.0,0.0,1.0193776757751747,
1486,2022-07-24,1.006138354165642,1.008507806525283,1.031258841022393,1.006138354165642,1.006138354165642,0.013407248321402138,0.013407248321402138,0.013407248321402138,0.011343662845207188,0.011343662845207188,0.011343662845207188,0.0020635854761949495,0.0020635854761949495,0.0020635854761949495,0.0,0.0,0.0,1.019545602487044,
1487,2022-07-25,1.0061450645347216,0.99254088725236,1.0149300355154136,1.0061450645347216,1.0061450645347216,-0.0023099938739856427,-0.0023099938739856427,-0.0023099938739856427,-0.004519495929446772,-0.004519495929446772,-0.004519495929446772,0.002209502055461129,0.002209502055461129,0.002209502055461129,0.0,0.0,0.0,1.003835070660736,
1488,2022-07-26,1.0061517749038014,0.9930880570234798,1.015419877022532,1.0061517749038014,1.0061521583391275,-0.0022141421140130274,-0.0022141421140130274,-0.0022141421140130274,-0.004551749711619786,-0.004551749711619786,-0.004551749711619786,0.0023376075976067573,0.0023376075976067573,0.0023376075976067573,0.0,0.0,0.0,1.0039376327897884,
1489,2022-07-27,1.0061584852728809,0.9924141973652959,1.0147506507656112,1.0061584852728809,1.0061607917899784,-0.0025520382742155387,-0.0025520382742155387,-0.0025520382742155387,-0.004997650329912484,-0.004997650329912484,-0.004997650329912484,0.0024456120556969455,0.0024456120556969455,0.0024456120556969455,0.0,0.0,0.0,1.0036064469986654,
