,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_(주)한국종합건축사사무소,y
1451,2022-04-26,0.990309994984418,0.9814417660933632,1.0028655100658237,0.990309994984418,0.990309994984418,0.0014062074142651654,0.0014062074142651654,0.0014062074142651654,0.0011493480661057594,0.0011493480661057594,0.0011493480661057594,0.00025685934815940583,0.00025685934815940583,0.00025685934815940583,0.0,0.0,0.0,0.9917162023986831,0.9914688
1452,2022-04-27,0.9903099696709694,0.9820549984514033,1.0017060368325934,0.9903099696709694,0.9903099696709694,0.0014673788247661869,0.0014673788247661869,0.0014673788247661869,0.0010805646677035726,0.0010805646677035726,0.0010805646677035726,0.0003868141570626142,0.0003868141570626142,0.0003868141570626142,0.0,0.0,0.0,0.9917773484957356,0.9906269
1453,2022-04-29,0.9903099190440724,0.9808547945139433,1.0022535198541724,0.9903099190440724,0.9903099190440724,0.0015569867600664592,0.0015569867600664592,0.0015569867600664592,0.0009114508206426512,0.0009114508206426512,0.0009114508206426512,0.0006455359394238079,0.0006455359394238079,0.0006455359394238079,0.0,0.0,0.0,0.9918669058041388,1.0001967
1454,2022-05-02,0.9903098431037267,0.9816237362952905,1.0023198893366971,0.9903098431037267,0.9903098431037267,0.0016934761691774897,0.0016934761691774897,0.0016934761691774897,0.0006951899640925891,0.0006951899640925891,0.0006951899640925891,0.0009982862050849004,0.0009982862050849004,0.0009982862050849004,0.0,0.0,0.0,0.9920033192729042,0.9907776
1455,2022-05-04,0.9903097924768296,0.9826673676312323,1.003861203042533,0.9903097924768296,0.9903097924768296,0.002264225623895955,0.002264225623895955,0.002264225623895955,0.0010805646677025445,0.0010805646677025445,0.0010805646677025445,0.0011836609561934107,0.0011836609561934107,0.0011836609561934107,0.0,0.0,0.0,0.9925740181007255,0.9905282
1456,2022-05-06,0.9903097418499325,0.9825133128061058,1.001906601552076,0.9903097418499325,0.9903097418499325,0.0022209873124826,0.0022209873124826,0.0022209873124826,0.0009114508206427895,0.0009114508206427895,0.0009114508206427895,0.0013095364918398104,0.0013095364918398104,0.0013095364918398104,0.0,0.0,0.0,0.992530729162415,0.9982495
1457,2022-05-10,0.9903096405961382,0.9821291567477298,1.0030259317025636,0.9903096405961382,0.9903096405961382,0.0024829305035420106,0.0024829305035420106,0.0024829305035420106,0.0011493480661061582,0.0011493480661061582,0.0011493480661061582,0.0013335824374358523,0.0013335824374358523,0.0013335824374358523,0.0,0.0,0.0,0.9927925710996802,0.9914698
1458,2022-05-11,0.9903096152826897,0.9820289224338762,1.0041145652586991,0.9903096152826897,0.9903096152826897,0.002368003198630641,0.002368003198630641,0.002368003198630641,0.001080564667703352,0.001080564667703352,0.001080564667703352,0.0012874385309272892,0.0012874385309272892,0.0012874385309272892,0.0,0.0,0.0,0.9926776184813203,0.9926384
1459,2022-05-12,0.9903095899692411,0.981333659176143,1.002083557076776,0.9903095899692411,0.9903095899692411,0.0017420523314323364,0.0017420523314323364,0.0017420523314323364,0.0005216538611340841,0.0005216538611340841,0.0005216538611340841,0.001220398470298252,0.001220398470298252,0.001220398470298252,0.0,0.0,0.0,0.9920516423006734,0.9898358
1460,2022-05-13,0.9903095646557926,0.9809604274236833,1.002437683983388,0.9903095646557926,0.9903095646557926,0.0020446530245998,0.0020446530245998,0.0020446530245998,0.0009114508206390443,0.0009114508206390443,0.0009114508206390443,0.0011332022039607559,0.0011332022039607559,0.0011332022039607559,0.0,0.0,0.0,0.9923542176803923,0.9946477
1461,2022-05-16,0.9903094887154469,0.9812557767304794,1.002569804054167,0.9903094887154469,0.9903094887154469,0.0014597597664207976,0.0014597597664207976,0.0014597597664207976,0.0006951899640977239,0.0006951899640977239,0.0006951899640977239,0.0007645698023230737,0.0007645698023230737,0.0007645698023230737,0.0,0.0,0.0,0.9917692484818676,0.9896536
1462,2022-05-17,0.9903094634019984,0.9816202726439545,1.0019116029938693,0.9903094634019984,0.9903094634019984,0.0017620179822912625,0.0017620179822912625,0.0017620179822912625,0.0011493480661074686,0.0011493480661074686,0.0011493480661074686,0.0006126699161837936,0.0006126699161837936,0.0006126699161837936,0.0,0.0,0.0,0.9920714813842897,0.9902381
