ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_(주)태원종합기술단건축사사무소
2012-09-03,0.9984204698810034,0.9868245116556009,1.01498729710431,0.9984204698810034,0.9984204698810034,0.002556153276718033,0.002556153276718033,0.002556153276718033,0.00043665224806176155,0.00043665224806176155,0.00043665224806176155,0.0021195010286562707,0.0021195010286562707,0.0021195010286562707,0.0,0.0,0.0,1.0009766231577215
2012-09-07,0.9984289115615844,0.9875732429540762,1.015931918955203,0.9984289115615844,0.9984289115615844,0.003309926428915561,0.003309926428915561,0.003309926428915561,0.0004079953418429758,0.0004079953418429758,0.0004079953418429758,0.0029019310870725856,0.0029019310870725856,0.0029019310870725856,0.0,0.0,0.0,1.0017388379905
2012-09-14,0.9984436845026012,0.9884590786088611,1.01617531297915,0.9984436845026012,0.9984436845026012,0.0035892964524322185,0.0035892964524322185,0.0035892964524322185,0.0004079953418444447,0.0004079953418444447,0.0004079953418444447,0.003181301110587774,0.003181301110587774,0.003181301110587774,0.0,0.0,0.0,1.0020329809550335
2012-09-18,0.9984521261831824,0.9884185673678029,1.0149429509277839,0.9984521261831824,0.9984521261831824,0.0032450371360654233,0.0032450371360654233,0.0032450371360654233,0.0006646670663176837,0.0006646670663176837,0.0006646670663176837,0.0025803700697477395,0.0025803700697477395,0.0025803700697477395,0.0,0.0,0.0,1.0016971633192477
2012-09-21,0.9984584574436182,0.9870764742018231,1.0137423637449254,0.9984584574436182,0.9984584574436182,0.002300484245462969,0.002300484245462969,0.002300484245462969,0.0004079953418457118,0.0004079953418457118,0.0004079953418457118,0.0018924889036172569,0.0018924889036172569,0.0018924889036172569,0.0,0.0,0.0,1.0007589416890812
2012-09-24,0.9984647887040539,0.9859521098297298,1.013767094749183,0.9984647887040539,0.9984647887040539,0.0015965058353418554,0.0015965058353418554,0.0015965058353418554,0.0004366522480622589,0.0004366522480622589,0.0004366522480622589,0.0011598535872795965,0.0011598535872795965,0.0011598535872795965,0.0,0.0,0.0,1.0000612945393956
2012-09-25,0.9984668991241993,0.986400744064067,1.0140071061965243,0.9984668991241993,0.9984668991241993,0.0015977677684136452,0.0015977677684136452,0.0015977677684136452,0.0006646670663175074,0.0006646670663175074,0.0006646670663175074,0.0009331007020961378,0.0009331007020961378,0.0009331007020961378,0.0,0.0,0.0,1.000064666892613
2012-09-26,0.9984690095443445,0.9875105676822269,1.012955286741187,0.9984690095443445,0.9984690095443445,0.000902387920397985,0.000902387920397985,0.000902387920397985,0.00017801042192200475,0.00017801042192200475,0.00017801042192200475,0.0007243774984759802,0.0007243774984759802,0.0007243774984759802,0.0,0.0,0.0,0.9993713974647425
2012-09-28,0.998473230384635,0.9863637096271549,1.0122846911675722,0.998473230384635,0.998473230384635,0.0007882526587773348,0.0007882526587773348,0.0007882526587773348,0.0004079953418451189,0.0004079953418451189,0.0004079953418451189,0.000380257316932216,0.000380257316932216,0.000380257316932216,0.0,0.0,0.0,0.9992614830434123
2012-10-02,0.9984816720652161,0.9862232198481421,1.0129072628757476,0.9984816720652161,0.9984816720652161,0.0007450336688230073,0.0007450336688230073,0.0007450336688230073,0.000664667066318167,0.000664667066318167,0.000664667066318167,8.036660250484029e-05,8.036660250484029e-05,8.036660250484029e-05,0.0,0.0,0.0,0.9992267057340392
2012-10-04,0.9984858929055065,0.9860254663198542,1.0125963516318357,0.9984858929055065,0.9984858929055065,0.0005837878745687465,0.0005837878745687465,0.0005837878745687465,0.0004362114318296014,0.0004362114318296014,0.0004362114318296014,0.00014757644273914503,0.00014757644273914503,0.00014757644273914503,0.0,0.0,0.0,0.9990696807800752
2012-10-05,0.9984880033256519,0.9849579883000924,1.0137402391860775,0.9984880033256519,0.9984880033256519,0.0006410154678246802,0.0006410154678246802,0.0006410154678246802,0.0004079953418441224,0.0004079953418441224,0.0004079953418441224,0.00023302012598055784,0.00023302012598055784,0.00023302012598055784,0.0,0.0,0.0,0.9991290187934766
2012-10-08,0.9984943345860876,0.9850048893228308,1.0128891131688382,0.9984943345860876,0.9984943345860876,0.0010974780265959774,0.0010974780265959774,0.0010974780265959774,0.000436652248058852,0.000436652248058852,0.000436652248058852,0.0006608257785371254,0.0006608257785371254,0.0006608257785371254,0.0,0.0,0.0,0.9995918126126836
2012-10-09,0.9984964450062329,0.986313057304354,1.012867628539815,0.9984964450062329,0.9984964450062329,0.001510791929332925,0.001510791929332925,0.001510791929332925,0.0006646670663176798,0.0006646670663176798,0.0006646670663176798,0.0008461248630152451,0.0008461248630152451,0.0008461248630152451,0.0,0.0,0.0,1.000007236935566
2012-10-10,0.9984985554263781,0.9858681552406173,1.0130047209845718,0.9984985554263781,0.9984985554263781,0.0012220599035082111,0.0012220599035082111,0.0012220599035082111,0.00017801042192168125,0.00017801042192168125,0.00017801042192168125,0.00104404948158653,0.00104404948158653,0.00104404948158653,0.0,0.0,0.0,0.9997206153298863
2012-10-12,0.9985027762666687,0.9862926545673567,1.0132719382583437,0.9985027762666687,0.9985027762666687,0.0018621652456658234,0.0018621652456658234,0.0018621652456658234,0.00040799534184559147,0.00040799534184559147,0.00040799534184559147,0.0014541699038202321,0.0014541699038202321,0.0014541699038202321,0.0,0.0,0.0,1.0003649415123346
2012-10-15,0.9985091075271045,0.9876776224543772,1.0149618709003083,0.9985091075271045,0.9985091075271045,0.002451109450165762,0.002451109450165762,0.002451109450165762,0.0004366522480598523,0.0004366522480598523,0.0004366522480598523,0.002014457202105909,0.002014457202105909,0.002014457202105909,0.0,0.0,0.0,1.0009602169772702
2012-10-19,0.9985175492076855,0.9886119228715526,1.0141865510256303,0.9985175492076855,0.9985175492076855,0.0028406236617654233,0.0028406236617654233,0.0028406236617654233,0.0004079953418447967,0.0004079953418447967,0.0004079953418447967,0.002432628319920627,0.002432628319920627,0.002432628319920627,0.0,0.0,0.0,1.001358172869451
2012-10-22,0.9985238804681213,0.9873640388355099,1.0157005740579168,0.9985238804681213,0.9985238804681213,0.002810941411349334,0.002810941411349334,0.002810941411349334,0.0004366522480608527,0.0004366522480608527,0.0004366522480608527,0.002374289163288481,0.002374289163288481,0.002374289163288481,0.0,0.0,0.0,1.0013348218794706
2012-10-23,0.9985259908882665,0.9886603722203574,1.013858881233265,0.9985259908882665,0.9985259908882665,0.0029420371975193986,0.0029420371975193986,0.0029420371975193986,0.0006646670663181631,0.0006646670663181631,0.0006646670663181631,0.0022773701312012356,0.0022773701312012356,0.0022773701312012356,0.0,0.0,0.0,1.001468028085786
2012-10-25,0.9985302117285572,0.988550062092699,1.0151556879270618,0.9985302117285572,0.9985302117285572,0.002410434815128717,0.002410434815128717,0.002410434815128717,0.0004362114318285831,0.0004362114318285831,0.0004362114318285831,0.0019742233833001336,0.0019742233833001336,0.0019742233833001336,0.0,0.0,0.0,1.0009406465436859
2012-10-30,0.9985407638292834,0.9861751783220828,1.013342129027046,0.9985407638292834,0.9985407638292834,0.0014075819885756733,0.0014075819885756733,0.0014075819885756733,0.000664667066317365,0.000664667066317365,0.000664667066317365,0.0007429149222583085,0.0007429149222583085,0.0007429149222583085,0.0,0.0,0.0,0.9999483458178591
2012-10-31,0.9985428742494287,0.9857668681115118,1.0122851653752871,0.9985428742494287,0.9985428742494287,0.0006332253166239745,0.0006332253166239745,0.0006332253166239745,0.0001780104219216015,0.0001780104219216015,0.0001780104219216015,0.000455214894702373,0.000455214894702373,0.000455214894702373,0.0,0.0,0.0,0.9991760995660527
