ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_(자)건축사사무소 태백
2014-10-23,0.9980631546390487,0.9800439928927265,1.0191816422820925,0.9980631546390487,0.9980631546390487,0.00019785256196575132,0.00019785256196575132,0.00019785256196575132,-0.00024271327690962515,-0.00024271327690962515,-0.00024271327690962515,0.0004405658388753764,0.0004405658388753764,0.0004405658388753764,0.0,0.0,0.0,0.9982610072010145
2014-10-24,0.9980679824821588,0.9769118754294109,1.0158988104750701,0.9980679824821588,0.9980679824821588,-0.0009316878515312069,-0.0009316878515312069,-0.0009316878515312069,-0.001377118977522288,-0.001377118977522288,-0.001377118977522288,0.000445431125991081,0.000445431125991081,0.000445431125991081,0.0,0.0,0.0,0.9971362946306276
2014-10-27,0.9980824660114891,0.9760385801670339,1.0143100397691107,0.9980824660114891,0.9980824660114891,-0.002290369943930528,-0.002290369943930528,-0.002290369943930528,-0.002714922812502897,-0.002714922812502897,-0.002714922812502897,0.00042455286857236884,0.00042455286857236884,0.00042455286857236884,0.0,0.0,0.0,0.9957920960675586
2014-10-28,0.9980872938545993,0.9790843090719433,1.0176500250659117,0.9980872938545993,0.9980872938545993,0.0003631930992893093,0.0003631930992893093,0.0003631930992893093,-4.5126723789741156e-05,-4.5126723789741156e-05,-4.5126723789741156e-05,0.0004083198230790505,0.0004083198230790505,0.0004083198230790505,0.0,0.0,0.0,0.9984504869538886
2014-10-29,0.9980921216977093,0.9804350427611113,1.0172237935174138,0.9980921216977093,0.9980921216977093,0.00034079915642403315,0.00034079915642403315,0.00034079915642403315,-4.823180284174221e-05,-4.823180284174221e-05,-4.823180284174221e-05,0.0003890309592657754,0.0003890309592657754,0.0003890309592657754,0.0,0.0,0.0,0.9984329208541334
2014-10-30,0.9980969495408194,0.9794683619802501,1.0174462671221987,0.9980969495408194,0.9980969495408194,0.00012504538963629646,0.00012504538963629646,0.00012504538963629646,-0.00024271327690736174,-0.00024271327690736174,-0.00024271327690736174,0.0003677586665436582,0.0003677586665436582,0.0003677586665436582,0.0,0.0,0.0,0.9982219949304557
2014-10-31,0.9981017773839297,0.9759374439768072,1.017201545254857,0.9981017773839297,0.9981017773839297,-0.0010315058331577765,-0.0010315058331577765,-0.0010315058331577765,-0.001377118977518842,-0.001377118977518842,-0.001377118977518842,0.00034561314436106546,0.00034561314436106546,0.00034561314436106546,0.0,0.0,0.0,0.9970702715507719
2014-11-03,0.99811626091326,0.9764733320707022,1.0154736252784868,0.99811626091326,0.99811626091326,-0.0024300354773267967,-0.0024300354773267967,-0.0024300354773267967,-0.002714922812505185,-0.002714922812505185,-0.002714922812505185,0.00028488733517838797,0.00028488733517838797,0.00028488733517838797,0.0,0.0,0.0,0.9956862254359332
2014-11-05,0.9981259165994801,0.9795864602657691,1.0196659336706553,0.9981259165994801,0.9981259165994801,0.00021075289630251447,0.00021075289630251447,0.00021075289630251447,-4.8231802838723005e-05,-4.8231802838723005e-05,-4.8231802838723005e-05,0.0002589846991412374,0.0002589846991412374,0.0002589846991412374,0.0,0.0,0.0,0.9983366694957827
2014-11-06,0.9981307444425903,0.9789270819180913,1.0164181430970607,0.9981307444425903,0.9981307444425903,1.003656018092995e-05,1.003656018092995e-05,1.003656018092995e-05,-0.00024271327690509833,-0.00024271327690509833,-0.00024271327690509833,0.00025274983708602834,0.00025274983708602834,0.00025274983708602834,0.0,0.0,0.0,0.9981407810027713
2014-11-11,0.9981548836581409,0.9786455775650776,1.0169318340152416,0.9981548836581409,0.9981548836581409,0.00025562668905422157,0.00025562668905422157,0.00025562668905422157,-4.5126723786038524e-05,-4.5126723786038524e-05,-4.5126723786038524e-05,0.0003007534128402601,0.0003007534128402601,0.0003007534128402601,0.0,0.0,0.0,0.9984105103471951
2014-11-13,0.9981645393443611,0.9773531170158822,1.0184402105852395,0.9981645393443611,0.9981645393443611,0.00010994517479121697,0.00010994517479121697,0.00010994517479121697,-0.00024271327690329912,-0.00024271327690329912,-0.00024271327690329912,0.0003526584516945161,0.0003526584516945161,0.0003526584516945161,0.0,0.0,0.0,0.9982744845191523
2014-11-14,0.9981693671874712,0.977465925629815,1.0159847672600875,0.9981693671874712,0.9981693671874712,-0.0009943308463387078,-0.0009943308463387078,-0.0009943308463387078,-0.0013771189775171316,-0.0013771189775171316,-0.0013771189775171316,0.0003827881311784237,0.0003827881311784237,0.0003827881311784237,0.0,0.0,0.0,0.9971750363411325
2014-11-17,0.9981838507168016,0.9765325253483038,1.0161036657134133,0.9981838507168016,0.9981838507168016,-0.0022395751323807576,-0.0022395751323807576,-0.0022395751323807576,-0.002714922812502006,-0.002714922812502006,-0.002714922812502006,0.00047534768012124853,0.00047534768012124853,0.00047534768012124853,0.0,0.0,0.0,0.9959442755844209
2014-11-18,0.9981886785599118,0.9796761412015244,1.0190208577198137,0.9981886785599118,0.9981886785599118,0.00045703004135944986,0.00045703004135944986,0.00045703004135944986,-4.5126723783747374e-05,-4.5126723783747374e-05,-4.5126723783747374e-05,0.0005021567651431972,0.0005021567651431972,0.0005021567651431972,0.0,0.0,0.0,0.9986457086012712
2014-11-20,0.9981983342461319,0.9763412911206266,1.0177770470564143,0.9981983342461319,0.9981983342461319,0.0002977476105372363,0.0002977476105372363,0.0002977476105372363,-0.00024271327690615494,-0.00024271327690615494,-0.00024271327690615494,0.0005404608874433912,0.0005404608874433912,0.0005404608874433912,0.0,0.0,0.0,0.9984960818566692
2014-11-21,0.998203162089242,0.9782414786157689,1.0165033882965884,0.998203162089242,0.998203162089242,-0.0008282515861790959,-0.0008282515861790959,-0.0008282515861790959,-0.0013771189775205579,-0.0013771189775205579,-0.0013771189775205579,0.0005488673913414617,0.0005488673913414617,0.0005488673913414617,0.0,0.0,0.0,0.9973749105030629
2014-11-26,0.9982273013047926,0.9803646316048695,1.0165658705044205,0.9982273013047926,0.9982273013047926,0.00038191280418586524,0.00038191280418586524,0.00038191280418586524,-4.823180283948746e-05,-4.823180283948746e-05,-4.823180283948746e-05,0.0004301446070253528,0.0004301446070253528,0.0004301446070253528,0.0,0.0,0.0,0.9986092141089785
2014-11-27,0.9982321291479027,0.9791247353355684,1.0188548416329584,0.9982321291479027,0.9982321291479027,0.00012485392795272726,0.00012485392795272726,0.00012485392795272726,-0.00024271327690901065,-0.00024271327690901065,-0.00024271327690901065,0.0003675672048617379,0.0003675672048617379,0.0003675672048617379,0.0,0.0,0.0,0.9983569830758554
2014-11-28,0.9982369569910129,0.9771694821993608,1.0180239144029426,0.9982369569910129,0.9982369569910129,-0.001086228250971205,-0.001086228250971205,-0.001086228250971205,-0.0013771189775239835,-0.0013771189775239835,-0.0013771189775239835,0.0002908907265527787,0.0002908907265527787,0.0002908907265527787,0.0,0.0,0.0,0.9971507287400417
2014-12-01,0.9982514405203432,0.9757772188314539,1.0149624920220721,0.9982514405203432,0.9982514405203432,-0.0027367399807965605,-0.0027367399807965605,-0.0027367399807965605,-0.0027149228125027043,-0.0027149228125027043,-0.0027149228125027043,-2.1817168293856022e-05,-2.1817168293856022e-05,-2.1817168293856022e-05,0.0,0.0,0.0,0.9955147005395466
2014-12-02,0.9982562683634533,0.9784114191431259,1.0175879136688617,0.9982562683634533,0.9982562683634533,-0.000196636702111186,-0.000196636702111186,-0.000196636702111186,-4.512672378580298e-05,-4.512672378580298e-05,-4.512672378580298e-05,-0.00015150997832538292,-0.00015150997832538292,-0.00015150997832538292,0.0,0.0,0.0,0.998059631661342
2014-12-03,0.9982563590596593,0.9790555161502688,1.0170348189634952,0.9982563590596593,0.9982563590596593,-0.00034039728438988196,-0.00034039728438988196,-0.00034039728438988196,-4.8231802839026704e-05,-4.8231802839026704e-05,-4.8231802839026704e-05,-0.0002921654815508553,-0.0002921654815508553,-0.0002921654815508553,0.0,0.0,0.0,0.9979159617752694
2014-12-08,0.9982568125406893,0.9758044074822436,1.0142029040310552,0.9982568125406893,0.9982568125406893,-0.0038162155220161256,-0.0038162155220161256,-0.0038162155220161256,-0.002714922812505053,-0.002714922812505053,-0.002714922812505053,-0.0011012927095110725,-0.0011012927095110725,-0.0011012927095110725,0.0,0.0,0.0,0.9944405970186732
2014-12-10,0.9982569939331013,0.9768298166117523,1.0170792145739822,0.9982569939331013,0.9982569939331013,-0.001484083106803402,-0.001484083106803402,-0.001484083106803402,-4.823180284071257e-05,-4.823180284071257e-05,-4.823180284071257e-05,-0.0014358513039626896,-0.0014358513039626896,-0.0014358513039626896,0.0,0.0,0.0,0.9967729108262979
2014-12-11,0.9982570846293073,0.9775094985475529,1.018378018332832,0.9982570846293073,0.9982570846293073,-0.001839104777538177,-0.001839104777538177,-0.001839104777538177,-0.00024271327691006726,-0.00024271327691006726,-0.00024271327691006726,-0.0015963915006281095,-0.0015963915006281095,-0.0015963915006281095,0.0,0.0,0.0,0.9964179798517692
2014-12-12,0.9982571753255134,0.9751704864827321,1.0158480094998024,0.9982571753255134,0.9982571753255134,-0.0031265262165038332,-0.0031265262165038332,-0.0031265262165038332,-0.001377118977522273,-0.001377118977522273,-0.001377118977522273,-0.00174940723898156,-0.00174940723898156,-0.00174940723898156,0.0,0.0,0.0,0.9951306491090095
2014-12-16,0.9982575381103374,0.974825853417187,1.0150358106701869,0.9982575381103374,0.9982575381103374,-0.0022905833138454237,-0.0022905833138454237,-0.0022905833138454237,-4.512672379273583e-05,-4.512672379273583e-05,-4.512672379273583e-05,-0.0022454565900526875,-0.0022454565900526875,-0.0022454565900526875,0.0,0.0,0.0,0.9959669547964919
2014-12-17,0.9982576288065433,0.9758434872658084,1.015353371772323,0.9982576288065433,0.9982576288065433,-0.0023801933971933087,-0.0023801933971933087,-0.0023801933971933087,-4.8231802840251696e-05,-4.8231802840251696e-05,-4.8231802840251696e-05,-0.0023319615943530572,-0.0023319615943530572,-0.0023319615943530572,0.0,0.0,0.0,0.99587743540935
2014-12-18,0.9982577195027493,0.9757563368069625,1.0152082051320033,0.9982577195027493,0.9982577195027493,-0.0026436481475256035,-0.0026436481475256035,-0.0026436481475256035,-0.00024271327690780374,-0.00024271327690780374,-0.00024271327690780374,-0.0024009348706178,-0.0024009348706178,-0.0024009348706178,0.0,0.0,0.0,0.9956140713552237
2014-12-22,0.9982580822875733,0.9717899258503276,1.0138908466389551,0.9982580822875733,0.9982580822875733,-0.005206279652947559,-0.005206279652947559,-0.005206279652947559,-0.0027149228125057517,-0.0027149228125057517,-0.0027149228125057517,-0.0024913568404418083,-0.0024913568404418083,-0.0024913568404418083,0.0,0.0,0.0,0.9930518026346258
2014-12-23,0.9982581729837794,0.976001538785691,1.0146872319544018,0.9982581729837794,0.9982581729837794,-0.0025130465827153197,-0.0025130465827153197,-0.0025130465827153197,-4.512672379132469e-05,-4.512672379132469e-05,-4.512672379132469e-05,-0.002467919858923995,-0.002467919858923995,-0.002467919858923995,0.0,0.0,0.0,0.995745126401064
2014-12-24,0.9982582636799854,0.9768453010605167,1.0138578305282682,0.9982582636799854,0.9982582636799854,-0.0024755570769241036,-0.0024755570769241036,-0.0024755570769241036,-4.823180283979127e-05,-4.823180283979127e-05,-4.823180283979127e-05,-0.0024273252740843122,-0.0024273252740843122,-0.0024273252740843122,0.0,0.0,0.0,0.9957827066030612
2014-12-26,0.9982584450723974,0.9751090868107435,1.013712775167838,0.9982584450723974,0.9982584450723974,-0.0036766727675102383,-0.0036766727675102383,-0.0036766727675102383,-0.0013771189775257443,-0.0013771189775257443,-0.0013771189775257443,-0.0022995537899844947,-0.0022995537899844947,-0.0022995537899844947,0.0,0.0,0.0,0.9945817723048871
2014-12-29,0.9982587171610153,0.9732685458868434,1.0140462360332505,0.9982587171610153,0.9982587171610153,-0.0047309181999099096,-0.0047309181999099096,-0.0047309181999099096,-0.0027149228125041623,-0.0027149228125041623,-0.0027149228125041623,-0.002015995387405747,-0.002015995387405747,-0.002015995387405747,0.0,0.0,0.0,0.9935277989611054
2014-12-30,0.9982588078572213,0.9781740101245565,1.017383245890493,0.9982588078572213,0.9982588078572213,-0.001949882143626391,-0.001949882143626391,-0.001949882143626391,-4.512672378815341e-05,-4.512672378815341e-05,-4.512672378815341e-05,-0.0019047554198382375,-0.0019047554198382375,-0.0019047554198382375,0.0,0.0,0.0,0.996308925713595
2014-12-31,0.9982588985534274,0.9772406296515603,1.015990139289235,0.9982588985534274,0.9982588985534274,-0.001836947909872376,-0.001836947909872376,-0.001836947909872376,-4.823180283933051e-05,-4.823180283933051e-05,-4.823180283933051e-05,-0.0017887161070330455,-0.0017887161070330455,-0.0017887161070330455,0.0,0.0,0.0,0.9964219506435551
2015-01-02,0.9982590799458394,0.9751676304230256,1.0140495802305163,0.9982590799458394,0.9982590799458394,-0.002928083295860029,-0.002928083295860029,-0.002928083295860029,-0.0013771189775222982,-0.0013771189775222982,-0.0013771189775222982,-0.001550964318337731,-0.001550964318337731,-0.001550964318337731,0.0,0.0,0.0,0.9953309966499794
2015-01-06,0.9982594427306634,0.977158609886163,1.0175957405984197,0.9982594427306634,0.9982594427306634,-0.001154747312183686,-0.001154747312183686,-0.001154747312183686,-4.512672379249985e-05,-4.512672379249985e-05,-4.512672379249985e-05,-0.0011096205883911862,-0.0011096205883911862,-0.0011096205883911862,0.0,0.0,0.0,0.9971046954184797
2015-01-08,0.9982596241230755,0.9778770152492501,1.0178088111042052,0.9982596241230755,0.9982596241230755,-0.001175575900740339,-0.001175575900740339,-0.001175575900740339,-0.00024271327691171606,-0.00024271327691171606,-0.00024271327691171606,-0.0009328626238286229,-0.0009328626238286229,-0.0009328626238286229,0.0,0.0,0.0,0.9970840482223351
2015-01-09,0.9982597148192814,0.9757262551556173,1.0155041456963534,0.9982597148192814,0.9982597148192814,-0.002236691698837336,-0.002236691698837336,-0.002236691698837336,-0.0013771189775257243,-0.0013771189775257243,-0.0013771189775257243,-0.0008595727213116114,-0.0008595727213116114,-0.0008595727213116114,0.0,0.0,0.0,0.9960230231204441
2015-01-12,0.9982599869078995,0.9762413211848823,1.0146372748438959,0.9982599869078995,0.9982599869078995,-0.003420851608461595,-0.003420851608461595,-0.003420851608461595,-0.002714922812500861,-0.002714922812500861,-0.002714922812500861,-0.000705928795960734,-0.000705928795960734,-0.000705928795960734,0.0,0.0,0.0,0.9948391352994379
2015-01-15,0.9982602589965174,0.9780885574613556,1.0167301815369185,0.9982602589965174,0.9982602589965174,-0.0008910521439596035,-0.0008910521439596035,-0.0008910521439596035,-0.00024271327690945265,-0.00024271327690945265,-0.00024271327690945265,-0.000648338867050151,-0.000648338867050151,-0.000648338867050151,0.0,0.0,0.0,0.9973692068525578
2015-01-16,0.9982603496927235,0.9782935925065297,1.0158722387048507,0.9982603496927235,0.9982603496927235,-0.0020243976370311226,-0.0020243976370311226,-0.0020243976370311226,-0.0013771189775154064,-0.0013771189775154064,-0.0013771189775154064,-0.0006472786595157164,-0.0006472786595157164,-0.0006472786595157164,0.0,0.0,0.0,0.9962359520556924
2015-01-19,0.9982606217813415,0.9745783527451302,1.014371090737079,0.9982606217813415,0.9982606217813415,-0.0033963223450102224,-0.0033963223450102224,-0.0033963223450102224,-0.00271492281250321,-0.00271492281250321,-0.00271492281250321,-0.0006813995325070123,-0.0006813995325070123,-0.0006813995325070123,0.0,0.0,0.0,0.9948642994363313
2015-01-20,0.9982607124775474,0.9791912480591847,1.0182511669992722,0.9982607124775474,0.9982607124775474,-0.000745320661107894,-0.000745320661107894,-0.000745320661107894,-4.5126723788797656e-05,-4.5126723788797656e-05,-4.5126723788797656e-05,-0.0007001939373190964,-0.0007001939373190964,-0.0007001939373190964,0.0,0.0,0.0,0.9975153918164396
2015-01-21,0.9982608031737534,0.9776090940811322,1.0162857560746221,0.9982608031737534,0.9982608031737534,-0.000768249745068216,-0.000768249745068216,-0.000768249745068216,-4.8231802840094636e-05,-4.8231802840094636e-05,-4.8231802840094636e-05,-0.0007200179422281214,-0.0007200179422281214,-0.0007200179422281214,0.0,0.0,0.0,0.9974925534286853
2015-01-22,0.9982608938699594,0.9777778576550779,1.0183865650219872,0.9982608938699594,0.9982608938699594,-0.0009819602007269512,-0.0009819602007269512,-0.0009819602007269512,-0.00024271327690299866,-0.00024271327690299866,-0.00024271327690299866,-0.0007392469238239525,-0.0007392469238239525,-0.0007392469238239525,0.0,0.0,0.0,0.9972789336692325
2015-01-27,0.9982613473509894,0.9755696116637189,1.017002957507215,0.9982613473509894,0.9982613473509894,-0.0008202649385617567,-0.0008202649385617567,-0.0008202649385617567,-4.512672378562627e-05,-4.512672378562627e-05,-4.512672378562627e-05,-0.0007751382147761303,-0.0007751382147761303,-0.0007751382147761303,0.0,0.0,0.0,0.9974410824124276
2015-01-28,0.9982614380471955,0.9769682870353266,1.0182426464754872,0.9982614380471955,0.9982614380471955,-0.0008102459912528402,-0.0008102459912528402,-0.0008102459912528402,-4.8231802841780726e-05,-4.8231802841780726e-05,-4.8231802841780726e-05,-0.0007620141884110595,-0.0007620141884110595,-0.0007620141884110595,0.0,0.0,0.0,0.9974511920559427
2015-01-29,0.9982615287434015,0.9768518031150484,1.0162418115824718,0.9982615287434015,0.9982615287434015,-0.0009830037401796399,-0.0009830037401796399,-0.0009830037401796399,-0.00024271327690585437,-0.00024271327690585437,-0.00024271327690585437,-0.0007402904632737855,-0.0007402904632737855,-0.0007402904632737855,0.0,0.0,0.0,0.9972785250032218
2015-02-02,0.9982618915282255,0.9749384328953957,1.0147770323771261,0.9982618915282255,0.9982618915282255,-0.0032798268801886225,-0.0032798268801886225,-0.0032798268801886225,-0.002714922812503908,-0.002714922812503908,-0.002714922812503908,-0.0005649040676847146,-0.0005649040676847146,-0.0005649040676847146,0.0,0.0,0.0,0.994982064648037
2015-02-03,0.9982619822244314,0.9784046454681992,1.0164471151691314,0.9982619822244314,0.9982619822244314,-0.0005456476926506245,-0.0005456476926506245,-0.0005456476926506245,-4.512672378997271e-05,-4.512672378997271e-05,-4.512672378997271e-05,-0.0005005209688606518,-0.0005005209688606518,-0.0005005209688606518,0.0,0.0,0.0,0.9977163345317808
2015-02-05,0.9982621636168435,0.9777939721210306,1.0166980863423098,0.9982621636168435,0.9982621636168435,-0.0005953486086481663,-0.0005953486086481663,-0.0005953486086481663,-0.00024271327690871005,-0.00024271327690871005,-0.00024271327690871005,-0.00035263533173945623,-0.00035263533173945623,-0.00035263533173945623,0.0,0.0,0.0,0.9976668150081953
2015-02-10,0.9982626170978735,0.9790423724494459,1.0182954362106278,0.9982626170978735,0.9982626170978735,2.159806367224398e-05,2.159806367224398e-05,2.159806367224398e-05,-4.512672378768155e-05,-4.512672378768155e-05,-4.512672378768155e-05,6.672478745992559e-05,6.672478745992559e-05,6.672478745992559e-05,0.0,0.0,0.0,0.9982842151615456
2015-02-11,0.9982627077940794,0.9797522791307232,1.0190028263938204,0.9982627077940794,0.9982627077940794,9.852961509035191e-05,9.852961509035191e-05,9.852961509035191e-05,-4.82318028408592e-05,-4.82318028408592e-05,-4.82318028408592e-05,0.00014676141793121101,0.00014676141793121101,0.00014676141793121101,0.0,0.0,0.0,0.9983612374091698
2015-02-12,0.9982627984902855,0.9789558344329149,1.0175930034304363,0.9982627984902855,0.9982627984902855,-2.0906027227212868e-05,-2.0906027227212868e-05,-2.0906027227212868e-05,-0.00024271327690644664,-0.00024271327690644664,-0.00024271327690644664,0.00022180724967923383,0.00022180724967923383,0.00022180724967923383,0.0,0.0,0.0,0.9982418924630583
2015-02-13,0.9982628891864915,0.9770044208952982,1.016762496158995,0.9982628891864915,0.9982628891864915,-0.0010867346920579175,-0.0010867346920579175,-0.0010867346920579175,-0.0013771189775188574,-0.0013771189775188574,-0.0013771189775188574,0.00029038428546093975,0.00029038428546093975,0.00029038428546093975,0.0,0.0,0.0,0.9971761544944336
2015-02-16,0.9982631612751096,0.9765337407982356,1.0168842920092667,0.9982631612751096,0.9982631612751096,-0.002270354127655597,-0.002270354127655597,-0.002270354127655597,-0.0027149228125046675,-0.0027149228125046675,-0.0027149228125046675,0.00044456868484907085,0.00044456868484907085,0.00044456868484907085,0.0,0.0,0.0,0.995992807147454
2015-02-24,0.9982638868447576,0.9787838302838678,1.0182768445759556,0.9982638868447576,0.9982638868447576,0.0003267319652711228,0.0003267319652711228,0.0003267319652711228,-4.5126723788856596e-05,-4.5126723788856596e-05,-4.5126723788856596e-05,0.00037185868905997935,0.00037185868905997935,0.00037185868905997935,0.0,0.0,0.0,0.9985906188100288
2015-02-25,0.9982639775409635,0.9782075480248157,1.0193404609481742,0.9982639775409635,0.9982639775409635,0.0002683527964621927,0.0002683527964621927,0.0002683527964621927,-4.8231802841878074e-05,-4.8231802841878074e-05,-4.8231802841878074e-05,0.0003165845993040707,0.0003165845993040707,0.0003165845993040707,0.0,0.0,0.0,0.9985323303374257
2015-02-26,0.9982640682371695,0.9793013211810798,1.0195498168647525,0.9982640682371695,0.9982640682371695,1.1512641847824116e-05,1.1512641847824116e-05,1.1512641847824116e-05,-0.00024271327690750325,-0.00024271327690750325,-0.00024271327690750325,0.00025422591875532736,0.00025422591875532736,0.00025422591875532736,0.0,0.0,0.0,0.9982755808790174
2015-02-27,0.9982641589333755,0.9776014047378947,1.0168754887660214,0.9982641589333755,0.9982641589333755,-0.0011908491160952815,-0.0011908491160952815,-0.0011908491160952815,-0.0013771189775188372,-0.0013771189775188372,-0.0013771189775188372,0.0001862698614235558,0.0001862698614235558,0.0001862698614235558,0.0,0.0,0.0,0.9970733098172803
2015-03-02,0.9982644310219936,0.9745483519202155,1.0160433577018735,0.9982644310219936,0.9982644310219936,-0.0027495158513875404,-0.0027495158513875404,-0.0027495158513875404,-0.002714922812505366,-0.002714922812505366,-0.002714922812505366,-3.459303888217425e-05,-3.459303888217425e-05,-3.459303888217425e-05,0.0,0.0,0.0,0.9955149151706061
2015-03-06,0.9982647938068175,0.9779183097530865,1.015703097597521,0.9982647938068175,0.9982647938068175,-0.0016804514808933942,-0.0016804514808933942,-0.0016804514808933942,-0.0013771189775153914,-0.0013771189775153914,-0.0013771189775153914,-0.0003033325033780028,-0.0003033325033780028,-0.0003033325033780028,0.0,0.0,0.0,0.9965843423259242
2015-03-11,0.9982652472878475,0.9779526949826737,1.0159514087642194,0.9982652472878475,0.9982652472878475,-0.0005065931105331112,-0.0005065931105331112,-0.0005065931105331112,-4.8231802840956773e-05,-4.8231802840956773e-05,-4.8231802840956773e-05,-0.0004583613076921545,-0.0004583613076921545,-0.0004583613076921545,0.0,0.0,0.0,0.9977586541773144
2015-03-12,0.9982653379840536,0.9779504532124402,1.0165193949236906,0.9982653379840536,0.9982653379840536,-0.0006974328089636984,-0.0006974328089636984,-0.0006974328089636984,-0.00024271327690855975,-0.00024271327690855975,-0.00024271327690855975,-0.0004547195320551386,-0.0004547195320551386,-0.0004547195320551386,0.0,0.0,0.0,0.9975679051750899
2015-03-13,0.9982654286802596,0.9769409285608693,1.0156536042658237,0.9982654286802596,0.9982654286802596,-0.001815606745519211,-0.001815606745519211,-0.001815606745519211,-0.0013771189775171268,-0.0013771189775171268,-0.0013771189775171268,-0.00043848776800208434,-0.00043848776800208434,-0.00043848776800208434,0.0,0.0,0.0,0.9964498219347404
2015-03-16,0.9982657007688777,0.9751042414167058,1.012732866608953,0.9982657007688777,0.9982657007688777,-0.003030996123882029,-0.003030996123882029,-0.003030996123882029,-0.0027149228125021873,-0.0027149228125021873,-0.0027149228125021873,-0.00031607331137984156,-0.00031607331137984156,-0.00031607331137984156,0.0,0.0,0.0,0.9952347046449956
2015-03-17,0.9982657914650837,0.9792771221248274,1.0165990995666048,0.9982657914650837,0.9982657914650837,-0.0002976591631223211,-0.0002976591631223211,-0.0002976591631223211,-4.51267237943783e-05,-4.51267237943783e-05,-4.51267237943783e-05,-0.00025253243932794276,-0.00025253243932794276,-0.00025253243932794276,0.0,0.0,0.0,0.9979681323019614
2015-03-18,0.9982658821612895,0.9783669242692667,1.0192515491956966,0.9982658821612895,0.9982658821612895,-0.00022734356570506203,-0.00022734356570506203,-0.00022734356570506203,-4.8231802840289996e-05,-4.8231802840289996e-05,-4.8231802840289996e-05,-0.000179111762864772,-0.000179111762864772,-0.000179111762864772,0.0,0.0,0.0,0.9980385385955844
2015-03-19,0.9982659382129778,0.9783888619345026,1.0178851453916928,0.9982659382129778,0.9982659382129778,-0.0003397187300820883,-0.0003397187300820883,-0.0003397187300820883,-0.00024271327690629637,-0.00024271327690629637,-0.00024271327690629637,-9.700545317579181e-05,-9.700545317579181e-05,-9.700545317579181e-05,0.0,0.0,0.0,0.9979262194828957
2015-03-23,0.9982661624197305,0.9768776228583692,1.0154388207096339,0.9982661624197305,0.9982661624197305,-0.0024256980323231025,-0.0024256980323231025,-0.0024256980323231025,-0.0027149228125044754,-0.0027149228125044754,-0.0027149228125044754,0.0002892247801813726,0.0002892247801813726,0.0002892247801813726,0.0,0.0,0.0,0.9958404643874075
2015-03-24,0.9982662184714188,0.9774813104738671,1.0187441375223873,0.9982662184714188,0.9982662184714188,0.0003469987933475757,0.0003469987933475757,0.0003469987933475757,-4.512672379208737e-05,-4.512672379208737e-05,-4.512672379208737e-05,0.00039212551713966296,0.00039212551713966296,0.00039212551713966296,0.0,0.0,0.0,0.9986132172647664
2015-03-25,0.998266274523107,0.977536496448318,1.0181948833077112,0.998266274523107,0.998266274523107,0.0004459433113184553,0.0004459433113184553,0.0004459433113184553,-4.823180283982923e-05,-4.823180283982923e-05,-4.823180283982923e-05,0.0004941751141582844,0.0004941751141582844,0.0004941751141582844,0.0,0.0,0.0,0.9987122178344254
2015-03-26,0.9982663305747952,0.9787462164272199,1.0191805948385755,0.9982663305747952,0.9982663305747952,0.0003509924986787568,0.0003509924986787568,0.0003509924986787568,-0.00024271327690915205,-0.00024271327690915205,-0.00024271327690915205,0.0005937057755879089,0.0005937057755879089,0.0005937057755879089,0.0,0.0,0.0,0.998617323073474
2015-03-27,0.9982663866264834,0.9769190247060192,1.0162471644929485,0.9982663866264834,0.9982663866264834,-0.0006879987887881576,-0.0006879987887881576,-0.0006879987887881576,-0.001377118977510235,-0.001377118977510235,-0.001377118977510235,0.0006891201887220773,0.0006891201887220773,0.0006891201887220773,0.0,0.0,0.0,0.9975783878376953
2015-03-31,0.9982666108332362,0.9811008601737522,1.0183192451330225,0.9982666108332362,0.9982666108332362,0.0009567407674670566,0.0009567407674670566,0.0009567407674670566,-4.5126723790675894e-05,-4.5126723790675894e-05,-4.5126723790675894e-05,0.0010018674912577324,0.0010018674912577324,0.0010018674912577324,0.0,0.0,0.0,0.9992233516007033
2015-04-02,0.9982667229366127,0.9804318996227538,1.0191936410380393,0.9982667229366127,0.9982667229366127,0.0008594123148335276,0.0008594123148335276,0.0008594123148335276,-0.00024271327690688865,-0.00024271327690688865,-0.00024271327690688865,0.0011021255917404162,0.0011021255917404162,0.0011021255917404162,0.0,0.0,0.0,0.9991261352514462
2015-04-03,0.9982667789883007,0.9779033576797158,1.018938436187733,0.9982667789883007,0.9982667789883007,-0.0002411804984441681,-0.0002411804984441681,-0.0002411804984441681,-0.0013771189775240238,-0.0013771189775240238,-0.0013771189775240238,0.0011359384790798558,0.0011359384790798558,0.0011359384790798558,0.0,0.0,0.0,0.9980255984898566
2015-04-08,0.9982670592467418,0.9796472591569017,1.0184462932452252,0.9982670592467418,0.9982670592467418,0.0010941881123876706,0.0010941881123876706,0.0010941881123876706,-4.823180284105456e-05,-4.823180284105456e-05,-4.823180284105456e-05,0.001142419915228725,0.001142419915228725,0.001142419915228725,0.0,0.0,0.0,0.9993612473591295
