ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_(주)토펙엔지니어링건축사사무소
2022-12-09,0.999604825019129,0.986748516337612,1.0122763954401173,0.9983919159360614,1.0009029908641163,-0.00010711930547070071,-0.00010711930547070071,-0.00010711930547070071,-0.000599774084175444,-0.000599774084175444,-0.000599774084175444,0.0004926547787047433,0.0004926547787047433,0.0004926547787047433,0.0,0.0,0.0,0.9994977057136583
2022-12-10,0.9996031569025384,0.9886859702050429,1.015810739169625,0.9983868303120014,1.000913392084956,0.002884979741307176,0.002884979741307176,0.002884979741307176,0.0023544742290133136,0.0023544742290133136,0.0023544742290133136,0.0005305055122938623,0.0005305055122938623,0.0005305055122938623,0.0,0.0,0.0,1.0024881366438456
2022-12-11,0.9996014887859479,0.9901363269612703,1.0152469403710078,0.9983818617877427,1.0009237604367496,0.002912773816618488,0.002912773816618488,0.002912773816618488,0.002354471456658272,0.002354471456658272,0.002354471456658272,0.0005583023599602166,0.0005583023599602166,0.0005583023599602166,0.0,0.0,0.0,1.0025142626025665
2022-12-12,0.9995998206693574,0.9845172358200782,1.0109437333796085,0.9983768932634839,1.0009338654869342,-0.0013436097488183569,-0.0013436097488183569,-0.0013436097488183569,-0.0019193998977436438,-0.0019193998977436438,-0.0019193998977436438,0.0005757901489252871,0.0005757901489252871,0.0005757901489252871,0.0,0.0,0.0,0.9982562109205391
2022-12-13,0.9995981525527668,0.9875907560013903,1.0130639350029482,0.9983719247392252,1.0009439705371186,0.000584941762797339,0.000584941762797339,0.000584941762797339,1.9469919087458176e-06,1.9469919087458176e-06,1.9469919087458176e-06,0.0005829947708885933,0.0005829947708885933,0.0005829947708885933,0.0,0.0,0.0,1.0001830943155643
2022-12-14,0.9995964844361762,0.985798751514837,1.0122394956021963,0.9983669562149664,1.0009540755873032,-0.0005815041786921813,-0.0005815041786921813,-0.0005815041786921813,-0.0011617163862285953,-0.0011617163862285953,-0.0011617163862285953,0.000580212207536414,0.000580212207536414,0.000580212207536414,0.0,0.0,0.0,0.999014980257484
2022-12-15,0.9995948163195857,0.9854138535237131,1.0122133903306874,0.9983619876907078,1.0009641806374878,-0.0004620128700945449,-0.0004620128700945449,-0.0004620128700945449,-0.0010300023094305872,-0.0010300023094305872,-0.0010300023094305872,0.0005679894393360422,0.0005679894393360422,0.0005679894393360422,0.0,0.0,0.0,0.9991328034494912
2022-12-16,0.9995931482029953,0.986773588652525,1.0128631713125806,0.998352179068793,1.0009742856876724,-5.267612137987262e-05,-5.267612137987262e-05,-5.267612137987262e-05,-0.000599774084171726,-0.000599774084171726,-0.000599774084171726,0.0005470979627918535,0.0005470979627918535,0.0005470979627918535,0.0,0.0,0.0,0.9995404720816154
2022-12-17,0.9995914800864046,0.9885886757730437,1.0158575159667247,0.9983365013276543,1.000984390737857,0.0028729750983813914,0.0028729750983813914,0.0028729750983813914,0.002354474229019567,0.002354474229019567,0.002354474229019567,0.0005185008693618245,0.0005185008693618245,0.0005185008693618245,0.0,0.0,0.0,1.002464455184786
2022-12-18,0.9995898119698141,0.9883572939827299,1.0162152903612067,0.9983208813814068,1.0009944957880417,0.0028377860932917863,0.0028377860932917863,0.0028377860932917863,0.0023544714566572696,0.0023544714566572696,0.0023544714566572696,0.000483314636634517,0.000483314636634517,0.000483314636634517,0.0,0.0,0.0,1.0024275980631059
2022-12-19,0.9995881438532236,0.9852080105451781,1.0105148081840367,0.9983019422648843,1.001010707969012,-0.0014766329545945831,-0.0014766329545945831,-0.0014766329545945831,-0.0019193998977427343,-0.0019193998977427343,-0.0019193998977427343,0.0004427669431481511,0.0004427669431481511,0.0004427669431481511,0.0,0.0,0.0,0.998111510898629
2022-12-20,0.9995864757366331,0.9864212004849111,1.0141094986572972,0.9982800838776377,1.0010299163287433,0.0004000989292364965,0.0004000989292364965,0.0004000989292364965,1.946991904409339e-06,1.946991904409339e-06,1.946991904409339e-06,0.0003981519373320872,0.0003981519373320872,0.0003981519373320872,0.0,0.0,0.0,0.9999865746658696
2022-12-21,0.9995848076200425,0.9851608928954718,1.012663621289718,0.9982582254903911,1.0010555447102747,-0.0008109319214131968,-0.0008109319214131968,-0.0008109319214131968,-0.0011617163862284003,-0.0011617163862284003,-0.0011617163862284003,0.00035078446481520345,0.00035078446481520345,0.00035078446481520345,0.0,0.0,0.0,0.9987738756986293
2022-12-22,0.9995831395034519,0.9854275557855658,1.0122926170832582,0.9982363671031443,1.0010703088693795,-0.0007280475249812006,-0.0007280475249812006,-0.0007280475249812006,-0.0010300023094323779,-0.0010300023094323779,-0.0010300023094323779,0.00030195478445117725,0.00030195478445117725,0.00030195478445117725,0.0,0.0,0.0,0.9988550919784707
2022-12-23,0.9995814713868614,0.9855634283731171,1.0126248003376235,0.9982145087158977,1.001071929571235,-0.0003468888031881587,-0.0003468888031881587,-0.0003468888031881587,-0.0005997740841745641,-0.0005997740841745641,-0.0005997740841745641,0.0002528852809864053,0.0002528852809864053,0.0002528852809864053,0.0,0.0,0.0,0.9992345825836733
2022-12-24,0.999579803270271,0.9881275759481088,1.0156171462405243,0.9981926503286511,1.0010643149123006,0.00255916484102982,0.00255916484102982,0.00255916484102982,0.002354474229012883,0.002354474229012883,0.002354474229012883,0.00020469061201693729,0.00020469061201693729,0.00020469061201693729,0.0,0.0,0.0,1.0021389681113009
2022-12-25,0.9995781351536803,0.9893966341638486,1.0163889787377463,0.9981707919414045,1.001080960272368,0.0025128140674691457,0.0025128140674691457,0.0025128140674691457,0.0023544714566511677,0.0023544714566511677,0.0023544714566511677,0.00015834261081797797,0.00015834261081797797,0.00015834261081797797,0.0,0.0,0.0,1.0020909492211494
2022-12-26,0.9995764670370898,0.9836600110789315,1.0113762789655019,0.9981489335541577,1.001097605632435,-0.001804758789386748,-0.001804758789386748,-0.001804758789386748,-0.001919399897747267,-0.001919399897747267,-0.001919399897747267,0.00011464110836051897,0.00011464110836051897,0.00011464110836051897,0.0,0.0,0.0,0.997771708247703
2022-12-27,0.9995747989204993,0.9862777763964744,1.0130884371224342,0.998127075166911,1.0011139931605075,7.613863405205879e-05,7.613863405205879e-05,7.613863405205879e-05,1.9469919053168123e-06,1.9469919053168123e-06,1.9469919053168123e-06,7.419164214674197e-05,7.419164214674197e-05,7.419164214674197e-05,0.0,0.0,0.0,0.9996509375545514
2022-12-28,0.9995731308039087,0.9847412359181452,1.012479262574773,0.9981052167796644,1.0011301122984955,-0.001124325593781485,-0.001124325593781485,-0.001124325593781485,-0.0011617163862282056,-0.0011617163862282056,-0.0011617163862282056,3.739079244672056e-05,3.739079244672056e-05,3.739079244672056e-05,0.0,0.0,0.0,0.9984488052101272
2022-12-29,0.9995714626873182,0.9852528240938744,1.0118121565036096,0.9980833583924176,1.0011364048456968,-0.0010255826743653185,-0.0010255826743653185,-0.0010255826743653185,-0.0010300023094341687,-0.0010300023094341687,-0.0010300023094341687,4.419635068850121e-06,4.419635068850121e-06,4.419635068850121e-06,0.0,0.0,0.0,0.9985458800129529
2022-12-30,0.9995697945707276,0.9864782378842146,1.0127550988791436,0.998061500005171,1.0011572063900873,-0.0006245285524377343,-0.0006245285524377343,-0.0006245285524377343,-0.0005997740841774021,-0.0005997740841774021,-0.0005997740841774021,-2.4754468260332216e-05,-2.4754468260332216e-05,-2.4754468260332216e-05,0.0,0.0,0.0,0.9989452660182898
2022-12-31,0.9995681264541371,0.9881841829902814,1.014145037072972,0.9980396416179244,1.0011797892525307,0.0023041064318145427,0.0023041064318145427,0.0023041064318145427,0.0023544742290122133,0.0023544742290122133,0.0023544742290122133,-5.036779719766999e-05,-5.036779719766999e-05,-5.036779719766999e-05,0.0,0.0,0.0,1.0018722328859515
2023-01-01,0.9995664583375466,0.9879629707526942,1.014964794178696,0.9980219020346472,1.0011966291699363,0.002281629207569863,0.002281629207569863,0.002281629207569863,0.0023544714566620783,0.0023544714566620783,0.0023544714566620783,-7.284224909221564e-05,-7.284224909221564e-05,-7.284224909221564e-05,0.0,0.0,0.0,1.0018480875451166
2023-01-02,0.999564790220956,0.9841147778493617,1.010457004496815,0.9980091069458324,1.001213469087342,-0.002012159860481301,-0.002012159860481301,-0.002012159860481301,-0.0019193998977463575,-0.0019193998977463575,-0.0019193998977463575,-9.275996273494401e-05,-9.275996273494401e-05,-9.275996273494401e-05,0.0,0.0,0.0,0.9975526303604747
2023-01-03,0.9995631221043655,0.9863349062299717,1.0127717477087397,0.9979963425675865,1.0012303090047476,-0.00010888444578779422,-0.00010888444578779422,-0.00010888444578779422,1.946991906420872e-06,1.946991906420872e-06,1.946991906420872e-06,-0.00011083143769421504,-0.00011083143769421504,-0.00011083143769421504,0.0,0.0,0.0,0.9994542376585777
2023-01-04,0.999561453987775,0.9850438046067161,1.0119144455605664,0.9979835781893407,1.0012471373342549,-0.0012895746080549544,-0.0012895746080549544,-0.0012895746080549544,-0.0011617163862280106,-0.0011617163862280106,-0.0011617163862280106,-0.00012785822182694354,-0.00012785822182694354,-0.00012785822182694354,0.0,0.0,0.0,0.9982718793797201
2023-01-05,0.9995597858711843,0.9853149557855425,1.011666743734713,0.9979708138110948,1.0012634837724737,-0.0011746937409293722,-0.0011746937409293722,-0.0011746937409293722,-0.001030002309427453,-0.001030002309427453,-0.001030002309427453,-0.00014469143150191947,-0.00014469143150191947,-0.00014469143150191947,0.0,0.0,0.0,0.998385092130255
2023-01-06,0.9995581177545939,0.9851177213612863,1.0126790998044346,0.9979580494328488,1.0012798302106924,-0.000761961606466622,-0.000761961606466622,-0.000761961606466622,-0.0005997740841671279,-0.0005997740841671279,-0.0005997740841671279,-0.00016218752229949407,-0.00016218752229949407,-0.00016218752229949407,0.0,0.0,0.0,0.9987961561481273
2023-01-07,0.9995564496380033,0.9882414619027072,1.0163227172880311,0.997945285054603,1.0012961766489112,0.002173311391642697,0.002173311391642697,0.002173311391642697,0.002354474229011997,0.002354474229011997,0.002354474229011997,-0.00018116283736930062,-0.00018116283736930062,-0.00018116283736930062,0.0,0.0,0.0,1.001729761029646
2023-01-08,0.9995547815214127,0.9880978710486094,1.0150345361561843,0.9979326305250786,1.001309814194635,0.00215212293422794,0.00215212293422794,0.00215212293422794,0.0023544714566610765,0.0023544714566610765,0.0023544714566610765,-0.00020234852243313634,-0.00020234852243313634,-0.00020234852243313634,0.0,0.0,0.0,1.0017069044556406
