ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_(주)한국종합건축사사무소
2016-04-28,0.9912932591862877,0.9820179497197539,1.0026356925352837,0.9912932591862877,0.9912932591862877,0.0011033042791190862,0.0011033042791190862,0.0011033042791190862,0.0005216538611337571,0.0005216538611337571,0.0005216538611337571,0.0005816504179853291,0.0005816504179853291,0.0005816504179853291,0.0,0.0,0.0,0.9923965634654068
2016-04-29,0.9912885839587489,0.9822907142662196,1.003036582603562,0.9912885839587489,0.9912885839587489,0.0016198884957769491,0.0016198884957769491,0.0016198884957769491,0.0009114508206381339,0.0009114508206381339,0.0009114508206381339,0.0007084376751388152,0.0007084376751388152,0.0007084376751388152,0.0,0.0,0.0,0.9929084724545258
2016-05-02,0.9912745582761318,0.9821817694536927,1.0036484104064654,0.9912745582761318,0.9912745582761318,0.0017445240502588116,0.0017445240502588116,0.0017445240502588116,0.0006951899640935345,0.0006951899640935345,0.0006951899640935345,0.0010493340861652772,0.0010493340861652772,0.0010493340861652772,0.0,0.0,0.0,0.9930190823263906
2016-05-09,0.9912418316833584,0.9815610015363877,1.0038232071303559,0.9912418316833584,0.9912418316833584,0.0020438975714169322,0.0020438975714169322,0.0020438975714169322,0.0006951899640961019,0.0006951899640961019,0.0006951899640961019,0.0013487076073208305,0.0013487076073208305,0.0013487076073208305,0.0,0.0,0.0,0.9932857292547754
2016-05-10,0.9912371564558194,0.9833664966395906,1.00388777545287,0.9912371564558194,0.9912371564558194,0.002462499569780062,0.002462499569780062,0.002462499569780062,0.0011493480661063423,0.0011493480661063423,0.0011493480661063423,0.00131315150367372,0.00131315150367372,0.00131315150367372,0.0,0.0,0.0,0.9936996560255995
2016-05-11,0.9912324812282803,0.9836505902263526,1.0042687191682662,0.9912324812282803,0.9912324812282803,0.002337059290637347,0.002337059290637347,0.002337059290637347,0.0010805646677027882,0.0010805646677027882,0.0010805646677027882,0.0012564946229345585,0.0012564946229345585,0.0012564946229345585,0.0,0.0,0.0,0.9935695405189177
2016-05-12,0.9912278057240561,0.9816584741303256,1.0040649142043814,0.9912278057240561,0.9912278057240561,0.0017009102526055627,0.0017009102526055627,0.0017009102526055627,0.0005216538611336702,0.0005216538611336702,0.0005216538611336702,0.0011792563914718923,0.0011792563914718923,0.0011792563914718923,0.0,0.0,0.0,0.9929287159766617
2016-05-13,0.9912231302198318,0.981829490366744,1.0039528290102038,0.9912231302198318,0.9912231302198318,0.001993847744712225,0.001993847744712225,0.001993847744712225,0.0009114508206402176,0.0009114508206402176,0.0009114508206402176,0.0010823969240720075,0.0010823969240720075,0.0010823969240720075,0.0,0.0,0.0,0.993216977964544
2016-05-16,0.9912091037071591,0.9815593504724553,1.0037162592047335,0.9912091037071591,0.9912091037071591,0.0013852715012866374,0.0013852715012866374,0.0013852715012866374,0.0006951899640986693,0.0006951899640986693,0.0006951899640986693,0.000690081537187968,0.000690081537187968,0.000690081537187968,0.0,0.0,0.0,0.9925943752084457
2016-05-18,0.9911997526987105,0.9823468169499382,1.0025397224346957,0.9911997526987105,0.9911997526987105,0.0014470188303550918,0.0014470188303550918,0.0014470188303550918,0.0010805646677044746,0.0010805646677044746,0.0010805646677044746,0.00036645416265061704,0.00036645416265061704,0.00036645416265061704,0.0,0.0,0.0,0.9926467715290657
