ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_(주)한림이앤씨건축사사무소
2018-12-21,1.0017438459859516,0.9823501624473905,1.0118495668326297,1.0017438459859516,1.0017438459859516,-0.00479496396918514,-0.00479496396918514,-0.00479496396918514,-0.0034450548378093986,-0.0034450548378093986,-0.0034450548378093986,-0.001349909131375742,-0.001349909131375742,-0.001349909131375742,0.0,0.0,0.0,0.9969488820167665
2018-12-26,1.0017378738887641,0.9827331361342171,1.0108244248253264,1.0017378738887641,1.0017378738887641,-0.004802533776290738,-0.004802533776290738,-0.004802533776290738,-0.0039010285693574344,-0.0039010285693574344,-0.0039010285693574344,-0.0009015052069333034,-0.0009015052069333034,-0.0009015052069333034,0.0,0.0,0.0,0.9969353401124734
2018-12-28,1.0017354850498894,0.9832818344207869,1.0114691938635572,1.0017354850498894,1.0017354850498894,-0.004143150785343646,-0.004143150785343646,-0.004143150785343646,-0.0034450548377893122,-0.0034450548377893122,-0.0034450548377893122,-0.0006980959475543333,-0.0006980959475543333,-0.0006980959475543333,0.0,0.0,0.0,0.9975923342645457
2019-01-02,1.001729512952702,0.9846265582640845,1.0120084746914013,1.001729512952702,1.001729512952702,-0.004121266920388456,-0.004121266920388456,-0.004121266920388456,-0.0039010285693579384,-0.0039010285693579384,-0.0039010285693579384,-0.00022023835103051768,-0.00022023835103051768,-0.00022023835103051768,0.0,0.0,0.0,0.9976082460323135
2019-01-09,1.0017211520166398,0.9838843072539878,1.01154589216138,1.0017211520166398,1.0017211520166398,-0.003736823838601263,-0.003736823838601263,-0.003736823838601263,-0.003901028569357788,-0.003901028569357788,-0.003901028569357788,0.00016420473075652527,0.00016420473075652527,0.00016420473075652527,0.0,0.0,0.0,0.9979843281780385
2019-01-10,1.0017199575972024,0.9849789475296139,1.0120876431015122,1.0017199575972024,1.0017199575972024,-0.0031031674740168297,-0.0031031674740168297,-0.0031031674740168297,-0.003283633607823864,-0.003283633607823864,-0.003283633607823864,0.00018046613380703387,0.00018046613380703387,0.00018046613380703387,0.0,0.0,0.0,0.9986167901231856
2019-01-15,1.0017139855000152,0.9843574418923581,1.0132850948218837,1.0017139855000152,1.0017139855000152,-0.003154633013728354,-0.003154633013728354,-0.003154633013728354,-0.003270380197824694,-0.003270380197824694,-0.003270380197824694,0.00011574718409634039,0.00011574718409634039,0.00011574718409634039,0.0,0.0,0.0,0.9985593524862869
2019-01-16,1.0017127910805776,0.9831366069381219,1.0122650800314634,1.0017127910805776,1.0017127910805776,-0.003823848024879731,-0.003823848024879731,-0.003823848024879731,-0.0039010285693576426,-0.0039010285693576426,-0.0039010285693576426,7.718054447791159e-05,7.718054447791159e-05,7.718054447791159e-05,0.0,0.0,0.0,0.9978889430556979
2019-01-17,1.0017115966611403,0.984907356790123,1.0139487036421497,1.0017115966611403,1.0017115966611403,-0.0032517424537471407,-0.0032517424537471407,-0.0032517424537471407,-0.0032836336078275585,-0.0032836336078275585,-0.0032836336078275585,3.189115408041825e-05,3.189115408041825e-05,3.189115408041825e-05,0.0,0.0,0.0,0.9984598542073931
2019-01-18,1.0017104022417027,0.9836773784189844,1.0127331666309964,1.0017104022417027,1.0017104022417027,-0.0034641705248568185,-0.0034641705248568185,-0.0034641705248568185,-0.0034450548378020954,-0.0034450548378020954,-0.0034450548378020954,-1.9115687054723223e-05,-1.9115687054723223e-05,-1.9115687054723223e-05,0.0,0.0,0.0,0.9982462317168459
