ActCode,NoticeDate,발주청,시도,G2B공고번호,공고일연,공고일월,공고일일,공고일요일(개선),BidOpenDateTime,입찰일연,입찰일월,입찰일일,입찰일요일,연면적,대지면적,예가율,예정가격,세대수,기초금액,최신_1순위,낙찰하한율,참여업체수,중간값
HousingAct,2020-03-02,경기도 광명시,경기도 ,20200239050,2020,3,2,월,2020. 3. 5,2020,3,5,목,"174,692","47,940",0.993200,,1187,"3,818,014,437.00",0.9932352252,0.7295,72,0.993218
HousingAct,2020-02-21,서울특별시 동대문구,서울특별시 ,20200237108,2020,2,21,금,2020. 3. 5,2020,3,5,목,"150,487","43,129",1.006143,,1048,"3,700,160,000.00",1.006632653,0.7295,73,1.006388
HousingAct,2020-02-24,광주광역시 동구,광주광역시 ,20200239904,2020,2,24,월,2020. 3. 4,2020,3,4,수,"45,148","19,684",1.004320,,286,"1,180,303,060.00",1.004380859,0.8495,117,1.004350
HousingAct,2020-02-20,서울특별시 강동구,서울특별시 ,20200233677,2020,2,20,목,2020. 3. 3,2020,3,3,화,"230,516","38,509",1.001210,,999,"6,357,401,201.00",1.001280808,0.8045,89,1.001245
HousingAct,2020-02-21,인천광역시 경제자유구역청,인천광역시 ,20200237058,2020,2,21,금,2020. 3. 3,2020,3,3,화,"81,185","32,336",0.998430,,534,"1,622,442,798.00",0.9986322685,0.8045,96,0.998531
HousingAct,2020-02-24,부산광역시 부산진구,부산광역시 ,20200232253,2020,2,24,월,2020. 3. 2,2020,3,2,월,"202,797","66,666",1.007443,,1338,"4,963,868,737.00",1.009333448,0.7295,73,1.008388
HousingAct,2020-02-19,울산광역시,울산광역시,20200231503,2020,2,19,수,2020. 3. 2,2020,3,2,월,"226,524","61,607",0.998133,,1316,"4,949,619,265.00",0.9982005757,0.7295,71,0.998167
HousingAct,2020-02-20,울산광역시,울산광역시,20200231242,2020,2,20,목,2020. 3. 2,2020,3,2,월,"217,929","58,736",0.992578,,1371,"4,930,880,015.00",0.9932998492,0.7295,73,0.992939
HousingAct,2020-02-20,경기도 고양시,경기도 ,20200233201,2020,2,20,목,2020. 3. 2,2020,3,2,월,"115,124","35,405",0.985793,,620,"2,758,218,010.00",0.9873976756,0.8045,97,0.986595
HousingAct,2020-02-13,서울특별시 은평구,서울특별시 ,20200218967,2020,2,13,목,2020. 2. 28,2020,2,28,금,"99,932","27,254",1.006970,,752,"2,680,682,055.00",1.007878247,0.8045,101,1.007424
HousingAct,2020-02-21,경기도 고양시,경기도 ,20200229062,2020,2,21,금,2020. 2. 28,2020,2,28,금,"54,937","18,882",1.015673,,318,"1,389,683,280.00",1.016464846,0.8295,112,1.016069
HousingAct,2020-02-19,경기도 화성시,경기도 ,20200232512,2020,2,19,수,2020. 2. 28,2020,2,28,금,"187,461","63,066",0.992883,,1297,"4,229,501,119.00",0.9930997807,0.7295,72,0.992991
HousingAct,2020-02-11,서울특별시 성북구,서울특별시 ,20200206297,2020,2,11,화,2020. 2. 26,2020,2,26,수,"77,174","13,449",1.001815,,395,"2,370,147,414.00",1.001874997,0.8295,115,1.001845
HousingAct,2020-02-21,경기도 용인시,경기도 ,20200231241,2020,2,21,금,2020. 2. 26,2020,2,26,수,"258,768","79,362",1.007993,,1963,"5,025,072,972.00",1.008210994,0.7295,63,1.008102
HousingAct,2020-02-14,경기도 평택시,경기도 ,20200223545,2020,2,14,금,2020. 2. 25,2020,2,25,화,"136,360","56,319",0.993808,,877,"2,416,919,148.00",0.9941573773,0.8045,91,0.993982
HousingAct,2020-02-13,서울특별시 은평구,서울특별시 ,20200218143,2020,2,13,목,2020. 2. 25,2020,2,25,화,"100,365","31,797",0.998938,,672,"2,530,283,720.00",0.9992069981,0.8045,99,0.999072
HousingAct,2020-02-14,대구광역시 수성구,대구광역시 ,20200223431,2020,2,14,금,2020. 2. 25,2020,2,25,화,"52,841","5,476",0.993538,,207,"1,503,564,348.00",0.9935739015,0.8495,87,0.993556
HousingAct,2020-02-19,세종특별자치시,세종특별자치시,20200219216,2020,2,19,수,2020. 2. 24,2020,2,24,월,"58,817","13,684",1.001418,,326,"1,326,170,591.00",1.001460374,0.8295,108,1.001439
HousingAct,2020-02-10,경상북도 경산시,경상북도 ,20200210764,2020,2,10,월,2020. 2. 21,2020,2,21,금,"141,472","37,905",0.997388,,960,"2,666,312,486.00",0.9974241144,0.8045,91,0.997406
HousingAct,2020-02-07,인천광역시 부평구,인천광역시 ,20200209820,2020,2,7,금,2020. 2. 19,2020,2,19,수,"213,087","76,157",0.997163,,1559,"4,253,744,638.00",0.9980311035,0.7295,63,0.997597
HousingAct,2020-02-10,전라남도 광양시,전라남도 ,20200210650,2020,2,10,월,2020. 2. 18,2020,2,18,화,"115,353","35,715",0.996530,,704,"2,739,469,115.00",0.9965502548,0.8045,99,0.996540
HousingAct,2020-02-05,서울특별시 서초구,서울특별시 ,20200206012,2020,2,5,수,2020. 2. 17,2020,2,17,월,"61,819","12,054",0.980813,,330,"1,848,512,913.00",0.983500434,0.8295,117,0.982156
HousingAct,2020-02-06,대구광역시 중구,대구광역시 ,20200206830,2020,2,6,목,2020. 2. 17,2020,2,17,월,"90,129","26,713",1.002745,,630,"2,281,536,136.00",1.002889783,0.8045,99,1.002817
HousingAct,2020-02-04,광주광역시 북구,광주광역시 ,20200203985,2020,2,4,화,2020. 2. 14,2020,2,14,금,"168,644","24,240",1.009368,,907,"4,170,600,907.00",1.009541043,0.8045,91,1.009454
HousingAct,2020-02-04,경기도 안성시,경기도 ,20200203923,2020,2,4,화,2020. 2. 14,2020,2,14,금,"88,546","28,276",1.003490,,680,"1,853,852,070.00",1.003839963,0.8045,99,1.003665
HousingAct,2020-02-03,인천광역시 서구,인천광역시 ,20200201449,2020,2,3,월,2020. 2. 13,2020,2,13,목,"105,052","31,188",1.001428,,722,"1,988,197,029.00",1.001877141,0.8045,100,1.001652
HousingAct,2020-02-04,충청북도 청주시,충청북도 ,20200132601,2020,2,4,화,2020. 2. 12,2020,2,12,수,"223,226","61,800",1.002433,,1368,"4,552,920,345.00",1.002556067,0.7295,71,1.002494
HousingAct,2020-02-04,서울특별시 영등포구,서울특별시 ,20200204178,2020,2,4,화,2020. 2. 12,2020,2,12,수,"52,667","6,316",0.992565,,496,"1,299,221,000.00",0.9926994575,0.8295,107,0.992632
HousingAct,2020-01-29,경기도 양주시,경기도 ,20200128603,2020,1,29,수,2020. 2. 11,2020,2,11,화,"133,128","49,379",0.998600,,860,"2,742,392,240.00",0.9986331759,0.8045,93,0.998617
HousingAct,2020-01-28,경기도 시흥시,경기도 ,20200126104,2020,1,28,화,2020. 2. 6,2020,2,6,목,"118,880","45,678",1.001860,,747,"2,532,515,737.00",1.001879392,0.8045,100,1.001870
HousingAct,2020-01-20,서울특별시 강서구,서울특별시 ,20200118889,2020,1,20,월,2020. 1. 31,2020,1,31,금,"89,099","31,255",0.994030,,576,"2,433,190,000.00",0.9941244748,0.8045,101,0.994077
HousingAct,2020-01-17,인천광역시 서구,인천광역시 ,20200116882,2020,1,17,금,2020. 1. 30,2020,1,30,목,"364,068","107,917",1.001988,,2426,"8,015,299,043.00",1.002599959,0.7295,65,1.002294
HousingAct,2020-01-17,인천광역시 서구,인천광역시 ,20200116825,2020,1,17,금,2020. 1. 30,2020,1,30,목,"349,981","103,068",1.006433,,2379,"7,781,717,046.00",1.006499728,0.7295,64,1.006466
HousingAct,2020-01-17,부산광역시 북구,부산광역시 ,20200117587,2020,1,17,금,2020. 1. 30,2020,1,30,목,"88,434","21,318",0.989485,,636,"2,247,948,920.00",0.9900203729,0.8045,101,0.989753
HousingAct,2020-01-17,서울특별시 강남구,서울특별시 ,20200117731,2020,1,17,금,2020. 1. 30,2020,1,30,목,"81,985","29,532",0.990760,,489,"2,465,440,762.00",0.9909093671,0.8295,117,0.990835
HousingAct,2020-01-22,서울특별시 노원구,서울특별시 ,20200118330,2020,1,22,수,2020. 1. 30,2020,1,30,목,"163,563","35,315",0.997630,,1163,"4,349,275,000.00",0.997730048,0.7295,71,0.997680
HousingAct,2020-01-20,충청남도 계룡시,충청남도 ,20200116670,2020,1,20,월,2020. 1. 30,2020,1,30,목,"119,549","41,042",0.999515,,883,"2,319,842,343.00",0.9997411187,0.8045,93,0.999628
HousingAct,2020-01-13,강원도 춘천시,강원도 ,20200109053,2020,1,13,월,2020. 1. 28,2020,1,28,화,"134,579","39,753",1.001700,,762,"2,516,459,594.00",1.001757004,0.8045,100,1.001729
HousingAct,2020-01-15,대구광역시,대구광역시,20200113376,2020,1,15,수,2020. 1. 28,2020,1,28,화,"69,674","5,661",0.993880,,312,"2,060,824,201.00",0.9939420012,0.8295,114,0.993911
HousingAct,2020-01-17,광주광역시 광산구,광주광역시 ,20200109303,2020,1,17,금,2020. 1. 22,2020,1,22,수,"71,652","25,159",0.988518,,428,"1,785,434,942.00",0.9889187824,0.8295,112,0.988718
HousingAct,2020-01-12,경기도 남양주시,경기도 ,20200109281,2020,1,12,일,2020. 1. 22,2020,1,22,수,"112,037","37,511",0.992278,,961,"2,455,672,153.00",0.9922816656,0.8045,92,0.992280
HousingAct,2020-01-12,경기도 남양주시,경기도 ,20200109283,2020,1,12,일,2020. 1. 22,2020,1,22,수,"99,913","32,553",1.005703,,651,"2,117,355,233.00",1.005845159,0.8045,100,1.005774
HousingAct,2020-01-15,대전광역시,대전광역시,20200106912,2020,1,15,수,2020. 1. 21,2020,1,21,화,"113,034","37,294",1.005230,,685,"2,601,276,160.00",1.005299938,0.8045,101,1.005265
HousingAct,2020-01-09,대전광역시,대전광역시,20200106894,2020,1,9,목,2020. 1. 21,2020,1,21,화,"111,344","33,253",0.999260,,816,"2,265,291,440.00",0.9994379988,0.8045,92,0.999349
HousingAct,2020-01-08,경기도 수원시,경기도 ,20200104957,2020,1,8,수,2020. 1. 21,2020,1,21,화,"45,029","14,214",1.001910,,285,"1,192,222,320.00",1.00195216,0.8495,124,1.001931
HousingAct,2020-01-07,대구광역시,대구광역시,20200103963,2020,1,7,화,2020. 1. 16,2020,1,16,목,"93,955","26,962",1.000460,,607,"2,342,069,719.00",1.000714316,0.8045,101,1.000587
HousingAct,2020-01-06,광주광역시 광산구,광주광역시 ,20200102697,2020,1,6,월,2020. 1. 15,2020,1,15,수,"93,397","8,334",0.994043,,315,"2,614,923,813.00",0.9940798312,0.8295,116,0.994061
HousingAct,2020-01-03,경상남도 창원시,경상남도 ,20200102230,2020,1,3,금,2020. 1. 15,2020,1,15,수,"157,329","62,343",1.007398,,1045,"2,949,434,351.00",1.007634572,0.7295,70,1.007516
HousingAct,2020-01-03,경기도 화성시,경기도 ,20200101809,2020,1,3,금,2020. 1. 14,2020,1,14,화,"78,648","28,270",0.996235,,600,"1,654,121,030.00",0.9966993039,0.8045,98,0.996467
HousingAct,2019-12-30,전라남도 목포시,전라남도 ,20191242353,2019,12,30,월,2020. 1. 9,2020,1,9,목,"92,735","30,520",0.997030,,648,"1,918,157,000.00",0.9973740211,0.8045,98,0.997202
HousingAct,2019-12-30,경기도 안산시,경기도 ,20191241492,2019,12,30,월,2020. 1. 6,2020,1,6,월,"214,449","59,565",1.013003,,1714,"4,936,825,620.00",1.014990117,0.7295,62,1.013996
HousingAct,2019-12-24,대구광역시 달성군,대구광역시 ,20191238334,2019,12,24,화,2020. 1. 6,2020,1,6,월,"155,680","30,540",0.984283,,869,"3,126,435,193.00",0.9859029584,0.8045,93,0.985093
HousingAct,2019-12-27,인천광역시 서구,인천광역시 ,20191232958,2019,12,27,금,2019. 12. 31,2019,12,31,화,"127,751","41,342",1.003260,,745,"2,310,498,375.00",1.003977875,0.8045,101,1.003619
HousingAct,2019-12-27,인천광역시 서구,인천광역시 ,20191232898,2019,12,27,금,2019. 12. 31,2019,12,31,화,"63,381","19,503",1.001923,,437,"1,270,006,352.00",1.0020634,0.8295,104,1.001993
HousingAct,2019-12-23,충청남도 당진시,충청남도 ,20191232422,2019,12,23,월,2019. 12. 30,2019,12,30,월,"89,892","27,483",1.012810,,671,"1,938,478,574.00",1.012907284,0.8045,96,1.012859
HousingAct,2019-12-16,경기도 화성시,경기도 ,20191227160,2019,12,16,월,2019. 12. 27,2019,12,27,금,"135,747","34,553",1.001283,,428,"2,936,742,095.00",1.001380289,0.8295,110,1.001331
HousingAct,2019-12-10,서울특별시 은평구,서울특별시 ,20191217340,2019,12,10,화,2019. 12. 27,2019,12,27,금,"86,905","8,661",1.003143,,977,"2,145,047,943.00",1.003287918,0.8045,92,1.003215
HousingAct,2019-12-12,대구광역시,대구광역시,20191221175,2019,12,12,목,2019. 12. 23,2019,12,23,월,"52,407","15,610",1.003260,,333,"1,220,301,978.00",1.003299132,0.8295,102,1.003280
HousingAct,2019-12-10,인천광역시 부평구,인천광역시 ,20191216672,2019,12,10,화,2019. 12. 20,2019,12,20,금,"658,526","166,411",0.994135,,5190,"13,583,275,594.00",0.994799013,0.7295,63,0.994467
HousingAct,2019-12-13,강원도 원주시,강원도 ,20191214529,2019,12,13,금,2019. 12. 20,2019,12,20,금,"69,330","19,783",0.986655,,402,"1,114,529,143.00",0.9871910187,0.8295,102,0.986923
HousingAct,2019-12-10,대구광역시 수성구,대구광역시 ,20191215656,2019,12,10,화,2019. 12. 19,2019,12,19,목,"138,734","35,646",0.989580,,899,"3,115,018,098.00",0.9916940169,0.8045,91,0.990637
HousingAct,2019-12-06,충청남도 당진시,충청남도 ,20191211374,2019,12,6,금,2019. 12. 17,2019,12,17,화,"59,986","18,428",1.007558,,426,"1,210,917,333.00",1.00785009,0.8295,104,1.007704
HousingAct,2019-12-05,대구광역시 중구,대구광역시 ,20191208132,2019,12,5,목,2019. 12. 17,2019,12,17,화,"150,926","38,028",1.000680,,947,"3,879,775,854.00",1.000785034,0.8045,89,1.000733
HousingAct,2019-12-09,서울특별시 동대문구,서울특별시 ,20191210317,2019,12,9,월,2019. 12. 16,2019,12,16,월,"39,784","5,436",1.002770,,582,"1,270,542,000.00",1.002855699,0.8045,94,1.002813
HousingAct,2019-11-28,인천광역시 부평구,인천광역시 ,20191142491,2019,11,28,목,2019. 12. 10,2019,12,10,화,"198,463","45,122",1.009748,,1409,"4,835,434,945.00",1.010012927,0.7295,70,1.009880
HousingAct,2019-11-29,대구광역시,대구광역시,20191144210,2019,11,29,금,2019. 12. 10,2019,12,10,화,"68,920","12,433",0.985013,,375,"1,389,303,497.00",0.9861689693,0.8295,107,0.985591
HousingAct,2019-11-27,광주광역시 북구,광주광역시 ,20191139587,2019,11,27,수,2019. 12. 9,2019,12,9,월,"265,540","93,937",1.003303,,1647,"6,769,418,346.00",1.003358314,0.7295,64,1.003330
HousingAct,2019-11-27,대구광역시,대구광역시,20191139423,2019,11,27,수,2019. 12. 6,2019,12,6,금,"194,701","17,503",1.010583,,939,"4,991,882,429.00",1.010597837,0.8045,89,1.010590
HousingAct,2019-11-13,인천광역시 경제자유구역청,인천광역시 ,20191113305,2019,11,13,수,2019. 12. 4,2019,12,4,수,"320,397","32,910",0.997748,,1205,"11,533,364,566.00",0.9983253873,0.7295,38,0.998036
HousingAct,2019-11-21,충청남도 금산군,충청남도 ,20191127470,2019,11,21,목,2019. 12. 3,2019,12,3,화,"67,481","22,864",0.996843,,461,"1,637,913,986.00",0.9969663653,0.8295,107,0.996904
HousingAct,2019-11-27,대구광역시 남구,대구광역시 ,20191128592,2019,11,27,수,2019. 12. 2,2019,12,2,월,"48,894","11,918",1.002393,,345,"1,370,248,572.00",1.00269994,0.8295,108,1.002546
HousingAct,2019-11-19,경기도 수원시,경기도 ,20191124895,2019,11,19,화,2019. 11. 29,2019,11,29,금,"86,361","27,922",0.992955,,653,"2,281,341,480.00",0.9930698198,0.8045,100,0.993012
HousingAct,2019-11-18,인천광역시 미추홀구,인천광역시 ,20191123998,2019,11,18,월,2019. 11. 28,2019,11,28,목,"267,944","72,249",0.992018,,2054,"6,315,697,942.00",0.9920492118,0.7295,64,0.992033
HousingAct,2019-11-18,전라남도 나주시,전라남도 ,20191123098,2019,11,18,월,2019. 11. 28,2019,11,28,목,"241,918","130,366",1.000700,,1480,"5,339,822,759.00",1.000714503,0.7295,68,1.000707
HousingAct,2019-11-18,경기도 평택시,경기도 ,20191124106,2019,11,18,월,2019. 11. 28,2019,11,28,목,"119,604","47,858",0.988588,,766,"2,305,134,504.00",0.9887943248,0.8045,100,0.988691
HousingAct,2019-11-18,경기도 파주시,경기도 ,20191122975,2019,11,18,월,2019. 11. 28,2019,11,28,목,"58,114","18,898",1.010153,,475,"1,322,875,720.00",1.010809548,0.8295,106,1.010481
HousingAct,2019-11-18,전라북도 군산시,전라북도 ,20191122702,2019,11,18,월,2019. 11. 27,2019,11,27,수,"135,678","37,174",0.998150,,993,"2,655,417,530.00",0.9981999627,0.8045,89,0.998175
HousingAct,2019-11-15,광주광역시 남구,광주광역시 ,20191121758,2019,11,15,금,2019. 11. 26,2019,11,26,화,"83,438","29,739",1.017483,,533,"1,617,821,900.00",1.017761206,0.8045,96,1.017622
HousingAct,2019-11-12,전라남도 순천시,전라남도 ,20191114973,2019,11,12,화,2019. 11. 22,2019,11,22,금,"218,638","69,595",1.000508,,1252,"5,544,362,053.00",1.001299232,0.7295,71,1.000903
HousingAct,2019-11-12,경기도 시흥시,경기도 ,20191106573,2019,11,12,화,2019. 11. 22,2019,11,22,금,"71,293","21,368",1.002005,,494,"1,546,688,160.00",1.002189572,0.8295,111,1.002097
HousingAct,2019-11-11,경기도 수원시,경기도 ,20191111965,2019,11,11,월,2019. 11. 21,2019,11,21,목,"375,815","104,443",0.982528,,2586,"9,162,662,726.00",0.9859444681,0.7295,64,0.984236
HousingAct,2019-11-14,경상남도 통영시,경상남도 ,20191113756,2019,11,14,목,2019. 11. 21,2019,11,21,목,"65,576","36,640",0.983135,,506,"1,428,912,716.00",0.9840841019,0.8045,95,0.983610
HousingAct,2019-11-04,대구광역시 남구,대구광역시 ,20191102354,2019,11,4,월,2019. 11. 18,2019,11,18,월,"83,119","21,107",0.998960,,499,"1,368,339,821.00",0.9990195178,0.8295,108,0.998990
HousingAct,2019-11-08,경기도 파주시,경기도 ,20191102450,2019,11,8,금,2019. 11. 14,2019,11,14,목,"42,407","25,876",1.004925,,186,"1,372,481,480.00",1.004937705,0.8495,120,1.004931
HousingAct,2019-10-29,대구광역시,대구광역시,20191036432,2019,10,29,화,2019. 11. 14,2019,11,14,목,"3,694","7,003",0.992245,,300,"2,087,256,419.00",0.9924613864,0.8295,72,0.992353
HousingAct,2019-11-06,경기도 수원시,경기도 ,20191040251,2019,11,6,수,2019. 11. 12,2019,11,12,화,"531,571","164,381",1.001263,,3603,"11,105,532,075.00",1.001399904,0.7295,62,1.001331
HousingAct,2019-11-07,경기도 수원시,경기도 ,20191037736,2019,11,7,목,2019. 11. 12,2019,11,12,화,"147,969","37,355",1.002280,,930,"3,511,564,820.00",1.00260388,0.8045,92,1.002442
HousingAct,2019-10-31,부산광역시 사상구,부산광역시 ,20191038871,2019,10,31,목,2019. 11. 11,2019,11,11,월,"244,488","72,347",1.010173,,1572,"6,099,139,677.00",1.012435065,0.7295,64,1.011304
HousingAct,2019-10-30,대구광역시 달서구,대구광역시 ,20191037962,2019,10,30,수,2019. 11. 11,2019,11,11,월,"116,539","40,545",1.014128,,785,"2,890,123,608.00",1.014196159,0.8045,101,1.014162
HousingAct,2019-10-31,대구광역시 중구,대구광역시 ,20191038951,2019,10,31,목,2019. 11. 11,2019,11,11,월,"93,934","13,392",0.997748,,469,"2,261,945,909.00",0.997879783,0.8295,110,0.997814
HousingAct,2019-10-30,인천광역시 강화군,인천광역시 ,20191029819,2019,10,30,수,2019. 11. 8,2019,11,8,금,"136,922","153,243",1.002413,,1040,"2,784,236,540.00",1.003500041,0.7295,70,1.002956
HousingAct,2019-10-29,인천광역시 서구,인천광역시 ,20191035958,2019,10,29,화,2019. 11. 8,2019,11,8,금,"136,656","44,971",1.011090,,910,"2,606,382,711.00",1.012392542,0.8045,93,1.011741
HousingAct,2019-10-28,부산광역시 수영구,부산광역시 ,20191027075,2019,10,28,월,2019. 11. 6,2019,11,6,수,"151,226","36,207",0.999100,,913,"3,579,534,314.00",0.9991994531,0.8045,92,0.999150
HousingAct,2019-10-28,경기도 양주시,경기도 ,20191033378,2019,10,28,월,2019. 11. 6,2019,11,6,수,"189,486","63,788",1.000833,,1140,"3,856,345,077.00",1.000920754,0.7295,72,1.000877
HousingAct,2019-10-25,경기도 하남시,경기도 ,20191031229,2019,10,25,금,2019. 11. 5,2019,11,5,화,"82,672","29,447",1.014963,,512,"2,016,195,144.00",1.017731063,0.8045,99,1.016347
HousingAct,2019-10-22,인천광역시 부평구,인천광역시 ,20191027337,2019,10,22,화,2019. 11. 1,2019,11,1,금,"122,321","31,419",1.004490,,799,"3,002,360,861.00",1.004651684,0.8045,100,1.004571
HousingAct,2019-10-21,인천광역시 서구,인천광역시 ,20191025132,2019,10,21,월,2019. 10. 31,2019,10,31,목,"190,470","68,818",0.994573,,1122,"3,573,007,574.00",0.9948432899,0.7295,70,0.994708
HousingAct,2019-10-21,경기도 고양시,경기도 ,20191022870,2019,10,21,월,2019. 10. 31,2019,10,31,목,"114,761","27,970",0.992138,,834,"2,880,025,737.00",0.9923647607,0.8045,93,0.992251
HousingAct,2019-10-21,대전광역시,대전광역시,20191020484,2019,10,21,월,2019. 10. 30,2019,10,30,수,"102,436","33,203",1.006345,,634,"1,781,593,180.00",1.006668763,0.8045,99,1.006507
HousingAct,2019-10-22,인천광역시 미추홀구,인천광역시 ,20191020258,2019,10,22,화,2019. 10. 29,2019,10,29,화,"413,955","105,995",0.999518,,2958,"10,468,461,054.00",0.9998844551,0.7295,65,0.999701
HousingAct,2019-10-15,경기도 하남시,경기도 ,20191016820,2019,10,15,화,2019. 10. 28,2019,10,28,월,"98,258","37,616",1.012820,,475,"1,976,805,084.00",1.012856878,0.8295,117,1.012838
HousingAct,2019-10-11,서울특별시 동작구,서울특별시 ,20191012819,2019,10,11,금,2019. 10. 25,2019,10,25,금,"301,442","68,514",0.996338,,1772,"6,891,717,459.00",0.9964901302,0.7295,65,0.996414
HousingAct,2019-10-16,충청남도 천안시,충청남도 ,20191014704,2019,10,16,수,2019. 10. 24,2019,10,24,목,"223,475","50,081",0.995573,,1468,"4,771,451,270.00",0.9956694448,0.7295,71,0.995621
HousingAct,2019-10-15,경기도 하남시,경기도 ,20191010809,2019,10,15,화,2019. 10. 23,2019,10,23,수,"85,527","31,435",0.999988,,420,"1,643,809,217.00",1.000022001,0.8295,113,1.000005
HousingAct,2019-10-14,대구광역시,대구광역시,20191013745,2019,10,14,월,2019. 10. 23,2019,10,23,수,"76,085","7,083",0.987440,,410,"2,355,370,032.00",0.9879979024,0.8295,109,0.987719
HousingAct,2019-10-18,서울특별시 서대문구,서울특별시 ,20191011640,2019,10,18,금,2019. 10. 23,2019,10,23,수,"72,937","17,260",0.997823,,481,"1,709,920,778.00",0.9987504856,0.8295,111,0.998286
HousingAct,2019-10-10,대구광역시,대구광역시,20191010398,2019,10,10,목,2019. 10. 21,2019,10,21,월,"131,671","12,656",1.010895,,604,"2,454,463,285.00",1.010899478,0.8045,96,1.010897
HousingAct,2019-10-07,인천광역시 중구,인천광역시 ,20191004739,2019,10,7,월,2019. 10. 18,2019,10,18,금,"82,238","9,111",1.006800,,520,"2,231,703,352.00",1.007064512,0.8045,101,1.006932
HousingAct,2019-10-08,경기도 파주시,경기도 ,20191007290,2019,10,8,화,2019. 10. 18,2019,10,18,금,"257,051","87,814",1.011843,,1745,"4,960,378,570.00",1.012353916,0.7295,65,1.012098
HousingAct,2019-10-04,서울특별시 강남구,서울특별시 ,20191004319,2019,10,4,금,2019. 10. 17,2019,10,17,목,"1,182,365","303,209",1.000303,,6642,"29,881,870,180.00",1.000799986,0.7295,21,1.000551
HousingAct,2019-10-08,경기도 양주시,경기도 ,20191007642,2019,10,8,화,2019. 10. 17,2019,10,17,목,"153,084","42,221",0.997638,,946,"2,532,762,937.00",0.998061069,0.8045,89,0.997849
HousingAct,2019-10-02,서울특별시 용산구,서울특별시 ,20191001685,2019,10,2,수,2019. 10. 14,2019,10,14,월,"54,890","15,424",0.996488,,384,"1,440,883,920.00",0.9964991923,0.8295,110,0.996493
HousingAct,2019-10-02,대구광역시,대구광역시,20191002289,2019,10,2,수,2019. 10. 14,2019,10,14,월,"161,404","16,432",0.996618,,803,"4,170,221,165.00",0.9969138347,0.8045,94,0.996766
HousingAct,2019-09-30,인천광역시 서구,인천광역시 ,20190930826,2019,9,30,월,2019. 10. 11,2019,10,11,금,"243,660","88,622",1.010103,,1417,"4,514,927,817.00",1.012521152,0.7295,70,1.011312
HousingAct,2019-10-08,경기도 수원시,경기도 ,20191003379,2019,10,8,화,2019. 10. 11,2019,10,11,금,"100,707","28,113",0.991623,,666,"2,416,351,837.00",0.9916381479,0.8045,100,0.991630
HousingAct,2019-09-30,경상북도 경산시,경상북도 ,20190931305,2019,9,30,월,2019. 10. 11,2019,10,11,금,"117,531","36,049",0.990475,,787,"2,412,901,691.00",0.9912710752,0.8045,97,0.990873
HousingAct,2019-10-02,경상남도 창원시,경상남도 ,20190929426,2019,10,2,수,2019. 10. 10,2019,10,10,목,"238,053","91,601",0.989958,,1538,"5,678,869,490.00",0.993237489,0.7295,65,0.991597
HousingAct,2019-09-27,대구광역시 서구,대구광역시 ,20190929322,2019,9,27,금,2019. 10. 10,2019,10,10,목,"204,612","58,579",1.005380,,1418,"4,540,913,524.00",1.005775106,0.7295,71,1.005578
HousingAct,2019-10-02,전라북도 전주시,전라북도 ,20190923389,2019,10,2,수,2019. 10. 8,2019,10,8,화,"189,003","62,036",0.989795,,1319,"4,252,604,000.00",0.9902247156,0.7295,72,0.990010
HousingAct,2019-09-25,대구광역시 수성구,대구광역시 ,20190925656,2019,9,25,수,2019. 10. 8,2019,10,8,화,"37,536","10,566",0.991815,,209,"1,063,610,743.00",0.9918970453,0.8495,123,0.991856
HousingAct,2019-09-24,경기도 안양시,경기도 ,20190924400,2019,9,24,화,2019. 10. 7,2019,10,7,월,"46,502","12,362",1.004413,,303,"1,326,216,265.00",1.004514708,0.8295,112,1.004464
HousingAct,2019-09-23,부산광역시 남구,부산광역시 ,20190919485,2019,9,23,월,2019. 10. 2,2019,10,2,수,"230,087","60,402",1.004550,,1725,"4,650,279,310.00",1.004699136,0.7295,64,1.004625
HousingAct,2019-09-20,인천광역시 서구,인천광역시 ,20190921314,2019,9,20,금,2019. 10. 2,2019,10,2,수,"207,212","76,618",1.000783,,1249,"3,581,873,424.00",1.001783918,0.7295,72,1.001283
HousingAct,2019-09-20,인천광역시 서구,인천광역시 ,20190921343,2019,9,20,금,2019. 10. 2,2019,10,2,수,"188,656","57,524",0.996910,,1073,"3,067,275,055.00",0.9971450583,0.7295,71,0.997028
HousingAct,2019-09-20,인천광역시 서구,인천광역시 ,20190921378,2019,9,20,금,2019. 10. 2,2019,10,2,수,"120,684","43,894",1.008475,,720,"2,214,014,951.00",1.00874926,0.8045,100,1.008612
HousingAct,2019-09-23,경기도 시흥시,경기도 ,20190921388,2019,9,23,월,2019. 10. 2,2019,10,2,수,"126,045","39,732",1.004995,,676,"2,441,198,930.00",1.00567555,0.8045,97,1.005335
HousingAct,2019-09-23,부산광역시 해운대구,부산광역시 ,20190920939,2019,9,23,월,2019. 10. 1,2019,10,1,화,"96,356","28,583",0.994628,,638,"2,399,893,176.00",0.9946718832,0.8045,102,0.994650
HousingAct,2019-09-19,충청북도 청주시,충청북도 ,20190918066,2019,9,19,목,2019. 10. 1,2019,10,1,화,"167,311","59,797",1.016740,,1148,"3,287,879,271.00",1.018104606,0.7295,70,1.017422
