,공고번호,입찰날짜,낙찰하한율,연면적,대지면적,기초금액,예가율
1,20220715947,2022-07-22,0.8295,71324.0,9982.0,1725872660.0,1.00919
2,20220712050,2022-07-21,0.8295,82440.0,24025.0,2043800521.0,0.993055
3,20220709546,2022-07-21,0.8295,65825.0,16268.0,1721992213.0,1.003508
4,20220713644,2022-07-21,0.8045,109668.0,9283.0,3487402271.0,0.98905
5,20220642641,2022-07-19,0.8045,148228.0,52642.0,3292843000.0,0.989215
6,20220708934,2022-07-19,0.7295,218441.0,88191.0,3655344430.0,1.010273
7,20220703982,2022-07-19,0.8045,170523.0,59422.0,4292311251.0,0.99097
8,20220703909,2022-07-19,0.8045,165975.0,53120.0,4124085067.0,1.010045
9,20220636801,2022-07-18,0.8045,139161.0,47838.0,4232348397.0,0.99585
10,20220705164,2022-07-15,0.8045,128069.0,35431.0,3257719592.0,0.985925
11,20220703007,2022-07-15,0.8045,113280.0,42347.0,2550079715.0,1.006245
12,20220703064,2022-07-15,0.8045,101192.0,34541.0,2425661637.0,0.985348
13,20220642424,2022-07-13,0.8045,157599.0,45553.0,4084826269.0,0.996838
14,20220642351,2022-07-13,0.8045,134447.0,38619.0,3505517944.0,0.995143
15,20220704519,2022-07-12,0.8495,10876.0,8423.0,501567600.0,0.988893
16,20220632210,2022-07-12,0.7295,363149.0,111665.0,7788687000.0,0.993713
17,20220642963,2022-07-12,0.8295,21764.0,1594.0,827649000.0,1.00085
18,20220640664,2022-07-11,0.8495,42823.0,9667.0,1493099207.0,1.010158
19,20220639155,2022-07-08,0.8295,72957.0,11760.0,1658667561.0,0.99846
20,20220640190,2022-07-08,0.8045,155562.0,19239.0,4108558131.0,1.009845
21,20220631818,2022-07-04,0.8295,53245.0,15090.0,1288664226.0,0.984733
22,20220631730,2022-07-04,0.8295,20613.0,1895.0,774217997.0,1.009673
23,20220628156,2022-07-04,0.8295,81972.0,29258.0,1958108567.0,0.988565
24,20220626697,2022-07-04,0.8495,46911.0,16710.0,982705251.0,0.997863
25,20220632235,2022-07-01,0.7295,166761.0,45088.0,2741234960.0,1.002383
26,20220632359,2022-07-01,0.8045,114082.0,31211.0,1864903860.0,0.996365
27,20220630884,2022-07-01,0.8295,57187.0,13004.0,1742839420.0,0.995855
28,20220632349,2022-07-01,0.8495,37876.0,24028.0,1213634822.0,0.999843
29,20220625755,2022-06-30,0.8045,135884.0,40154.0,2175023128.0,0.991983
30,20220620512,2022-06-27,0.8045,90540.0,13843.0,3024525177.0,1.012875
31,20220617861,2022-06-27,0.8495,44380.0,12116.0,1271540252.0,0.99534
32,20220615544,2022-06-24,0.7295,194392.0,48025.0,4800329030.0,0.999508
33,20220616152,2022-06-24,0.8045,152551.0,46063.0,3206592466.0,0.992995
34,20220621965,2022-06-24,0.8045,98565.0,8387.0,2320825960.0,1.010325
35,20220621492,2022-06-23,0.8495,29790.0,9998.0,1185552430.0,0.998885
36,20220616795,2022-06-23,0.8495,34358.0,9998.0,666240808.0,1.007193
37,20220616161,2022-06-23,0.8295,87190.0,30621.0,2696873770.0,1.000355
38,20220613751,2022-06-23,0.8495,24121.0,6166.0,712976920.0,0.993098
39,20220612582,2022-06-23,0.8495,9438.0,2842.0,308445055.0,0.99772
40,20220613832,2022-06-23,0.8045,157352.0,36675.0,4322646678.0,0.997423
41,20220614912,2022-06-22,0.8295,49709.0,8683.0,1653972548.0,1.012385
42,20220615876,2022-06-22,0.8045,130870.0,61822.0,2728964791.0,1.000978
43,20220615891,2022-06-22,0.8045,128952.0,61783.0,2688740289.0,1.007135
44,20220615372,2022-06-22,0.8045,111547.0,53773.0,2182038254.0,0.987228
45,20220609479,2022-06-20,0.8495,24096.0,8378.0,834929900.0,1.000695
46,20220606049,2022-06-17,0.8295,41115.0,12838.0,1063492082.0,0.991898
47,20220607710,2022-06-17,0.8295,54474.0,16358.0,1518746877.0,1.00123
48,20220604047,2022-06-16,0.8495,16591.0,4374.0,613356881.0,0.995958
49,20220603029,2022-06-15,0.8045,116664.0,33242.0,3092570000.0,0.996493
50,20220602454,2022-06-14,0.8045,152261.0,40430.0,3301528597.0,1.000695
51,20220545193,2022-06-14,0.8045,94899.0,27635.0,2145633280.0,0.986895
52,20220544823,2022-06-14,0.8045,79158.0,22463.0,2299006468.0,1.003518
53,20220602236,2022-06-13,0.7295,162641.0,44508.0,3680562610.0,0.998783
54,20220601055,2022-06-13,0.8295,59967.0,22254.0,1457677955.0,0.999168
55,20220601226,2022-06-13,0.8495,42443.0,15491.0,1071568782.0,1.006463
56,20220543563,2022-06-10,0.8295,52808.0,14283.0,1560425833.0,0.983618
57,20220541813,2022-06-10,0.8295,20613.0,1895.0,774217997.0,0.99678
58,20220544044,2022-06-10,0.8295,89126.0,26421.0,1495534420.0,1.002543
59,20220542832,2022-06-09,0.8495,45873.0,13737.0,1402950917.0,0.996373
60,20220537823,2022-06-09,0.8495,15911.0,3930.0,613740541.0,1.004673
61,20220541651,2022-06-09,0.8045,178656.0,52137.0,4709290874.0,0.994808
62,20220536623,2022-06-08,0.8045,65256.0,20996.0,1197087731.0,1.00458
63,20220544850,2022-06-08,0.8045,44852.0,3767.0,1428418000.0,0.999838
64,20220536870,2022-06-07,0.7295,212865.0,59850.0,5001317000.0,0.993813
65,20220536499,2022-06-07,0.7295,197292.0,54918.0,4486422340.0,1.01293
66,20220535668,2022-06-07,0.8045,181678.0,54579.0,4380726091.0,1.002608
67,20220536845,2022-06-07,0.8295,80910.0,41186.0,1997680480.0,1.004335
68,20220535213,2022-06-07,0.8495,14574.0,4049.0,505154745.0,1.007498
69,20220531989,2022-06-03,0.8495,10170.0,3033.0,408271617.0,0.984175
70,20220529651,2022-06-03,0.8295,117929.0,9535.0,2801400322.0,1.010353
71,20220526699,2022-05-31,0.8495,18425.0,6339.0,555039980.0,0.989738
72,20220524976,2022-05-30,0.7295,282816.0,89233.0,6216118529.0,1.002668
73,20220522365,2022-05-27,0.7295,253821.0,64539.0,6805308353.0,0.978355
74,20220526224,2022-05-27,0.8045,100515.0,27197.0,2464025874.0,1.002328
75,20220521207,2022-05-26,0.8495,24121.0,6166.0,712976920.0,1.001505
76,20220520779,2022-05-25,0.8045,135275.0,22881.0,3329153484.0,0.993863
77,20220517897,2022-05-25,0.8495,40195.0,12262.0,1097131213.0,1.01019
78,20220510102,2022-05-23,0.8495,11073.0,2670.0,443404099.0,0.996148
79,20220515829,2022-05-23,0.8495,25180.0,11034.0,866637497.0,0.99115
80,20220512055,2022-05-20,0.8495,28005.0,8548.0,834485068.0,1.01112
81,20220448477,2022-05-20,0.7295,301374.0,72536.0,6521939968.0,0.992303
82,20220514727,2022-05-20,0.8045,140284.0,47403.0,3167058821.0,0.998558
83,20220512768,2022-05-19,0.7295,343931.0,98945.0,4593511190.0,1.008435
84,20220510454,2022-05-19,0.8295,71702.0,7556.0,2028344295.0,0.999178
85,20220509578,2022-05-19,0.7295,256344.0,64660.0,6386708000.0,1.009568
86,20220507234,2022-05-18,0.8495,42793.0,11923.0,1208214332.0,1.005785
87,20220501939,2022-05-17,0.8045,117617.0,86006.0,4287005309.0,0.998983
88,20220501895,2022-05-17,0.8495,6977.0,9832.0,323618867.0,1.000943
89,20220447974,2022-05-17,0.7295,695221.0,182074.0,16441212518.0,0.998863
90,20220510136,2022-05-17,0.8295,30276.0,2237.0,1211910976.0,1.01444
91,20220506866,2022-05-17,0.8295,63065.0,26225.0,2681542340.0,1.009033
92,20220503090,2022-05-16,0.8495,38291.0,45772.0,1377070560.0,1.00646
93,20220501672,2022-05-13,0.7295,173645.0,51424.0,4127200290.0,0.995968
94,20220501193,2022-05-12,0.8045,73951.0,20667.0,1979897866.0,0.999258
95,20220502989,2022-05-12,0.7295,220557.0,50662.0,6935206000.0,0.987848
96,20220502947,2022-05-12,0.8495,27437.0,5918.0,1041835000.0,1.000848
97,20220443468,2022-05-11,0.8045,102514.0,26305.0,2585193962.0,0.98974
98,20220447698,2022-05-11,0.8045,99309.0,26938.0,2571545320.0,1.0044
99,20220443586,2022-05-10,0.8045,110918.0,34625.0,2727728079.0,0.994648
100,20220445072,2022-05-10,0.8295,53650.0,8693.0,1471213550.0,0.987188
101,20220443441,2022-05-10,0.8045,148842.0,40386.0,3752125896.0,0.997588
102,20220445724,2022-05-10,0.8045,83934.0,30469.0,1821105000.0,0.999223
103,20220443649,2022-05-09,0.8495,31134.0,9377.0,783268662.0,0.998175
104,20220440411,2022-05-06,0.7295,323468.0,94460.0,7524695000.0,0.995238
105,20220431425,2022-05-06,0.8295,21396.0,1393.0,816263041.0,1.0109
106,20220438592,2022-05-06,0.8295,72271.0,25317.0,1329958270.0,0.99197
107,20220434673,2022-05-04,0.8045,146277.0,13459.0,3603965650.0,1.00986
108,20220433123,2022-05-02,0.7295,171493.0,51221.0,4050291110.0,1.00716
109,20220432790,2022-05-02,0.8045,144370.0,43211.0,3535334990.0,0.992153
110,20220431562,2022-04-29,0.7295,260688.0,95701.0,4989085958.0,1.015745
111,20220429304,2022-04-29,0.7295,186875.0,82741.0,3667498622.0,0.996595
112,20220432570,2022-04-29,0.8295,51030.0,23477.0,1394681614.0,1.003935
113,20220432022,2022-04-29,0.8045,128885.0,31812.0,2496314155.0,1.00257
114,20220429317,2022-04-28,0.8495,4346.0,1082.0,194444000.0,0.991265
115,20220423468,2022-04-27,0.8045,123497.0,36096.0,2828824239.0,0.99234
116,20220431845,2022-04-27,0.7295,155370.0,38990.0,3267792000.0,0.990703
117,20220425234,2022-04-27,0.8045,211166.0,57548.0,4527204000.0,1.007165
118,20220424022,2022-04-26,0.8295,76807.0,24513.0,2023031010.0,0.996298
119,20220420936,2022-04-25,0.8495,4300.0,18093.0,605910049.0,0.99428
120,20220420681,2022-04-25,0.8045,212451.0,64892.0,4987333177.0,1.007735
121,20220416345,2022-04-22,0.8045,116931.0,35842.0,2977596447.0,0.994835
122,20220417848,2022-04-22,0.7295,168566.0,51378.0,4277005340.0,0.9952
123,20220421720,2022-04-21,0.8495,13776.0,22469.0,604943600.0,0.991903
124,20220417658,2022-04-21,0.8295,58145.0,16627.0,1515667691.0,1.001458
125,20220411804,2022-04-19,0.7295,170707.0,61920.0,4278520000.0,1.00407
126,20220411565,2022-04-19,0.8045,147287.0,54549.0,3625609769.0,1.006033
127,20220410774,2022-04-19,0.8045,114691.0,44080.0,2609276720.0,1.005278
128,20220410729,2022-04-19,0.8295,62591.0,23922.0,1596080680.0,1.000638
129,20220407206,2022-04-19,0.7295,145492.0,63660.0,3611092260.0,1.00237
130,20220412668,2022-04-19,0.8295,109190.0,8654.0,2767508570.0,0.99144
131,20220339492,2022-04-18,0.7295,413671.0,141413.0,6277934624.0,1.000928
132,20220408739,2022-04-18,0.8045,97621.0,35611.0,2462868849.0,1.000488
133,20220407415,2022-04-18,0.8295,25905.0,2102.0,1038439002.0,0.991523
134,20220410727,2022-04-18,0.8045,121161.0,29563.0,3072286848.0,1.008085
135,20220406717,2022-04-15,0.8495,16479.0,5336.0,380490939.0,0.995423
136,20220404305,2022-04-14,0.8045,114168.0,40402.0,3135751690.0,1.004895
137,20220404209,2022-04-14,0.8045,109613.0,36739.0,3012708554.0,0.99674
138,20220400973,2022-04-14,0.8295,46263.0,21859.0,988341860.0,0.998873
139,20220402394,2022-04-14,0.8495,7818.0,2381.0,320078217.0,1.006298
140,20220351034,2022-04-13,0.8045,127443.0,43085.0,3397168920.0,0.99206
141,20220400872,2022-04-13,0.8295,49312.0,12931.0,1417254352.0,1.010808
142,20220400423,2022-04-13,0.8495,25072.0,8408.0,548784260.0,1.008463
143,20220347075,2022-04-11,0.8045,152822.0,48331.0,3734142615.0,0.996295
144,20220349455,2022-04-08,0.8295,77889.0,25948.0,1575213595.0,0.992628
145,20220344938,2022-04-07,0.8045,136918.0,35773.0,3272266908.0,1.000705
146,20220342607,2022-04-06,0.8045,104953.0,27127.0,2273887000.0,1.00233
147,20220338683,2022-04-05,0.8045,121535.0,43450.0,2946911668.0,1.00063
148,20220342595,2022-04-05,0.8045,113726.0,59205.0,2194324195.0,0.997935
149,20220342477,2022-04-05,0.8295,68058.0,36213.0,1412534285.0,0.990778
150,20220342229,2022-04-05,0.8295,53889.0,27732.0,1134771280.0,1.000268
151,20220339469,2022-04-04,0.8495,16479.0,5336.0,380490939.0,1.000308
152,20220339455,2022-04-04,0.8045,87717.0,27299.0,1640181442.0,0.999213
153,20220333749,2022-04-01,0.8295,52179.0,4952.0,1471686000.0,0.998863
154,20220335936,2022-04-01,0.8295,70029.0,25871.0,1237837296.0,1.01081
155,20220329017,2022-04-01,0.8495,42650.0,29496.0,1388706680.0,1.01308
156,20220329053,2022-04-01,0.8495,40313.0,27371.0,1278095950.0,0.996908
157,20220330025,2022-03-31,0.8045,99463.0,38323.0,2870718165.0,1.010108
158,20220323300,2022-03-30,0.8495,31319.0,7816.0,963592676.0,0.986455
159,20220323342,2022-03-30,0.8495,23002.0,5851.0,768417467.0,1.00404
160,20220325041,2022-03-29,0.7295,254457.0,64177.0,6417587900.0,0.994958
161,20220327151,2022-03-29,0.7295,168116.0,54921.0,4238629280.0,0.985395
162,20220317187,2022-03-28,0.8045,115605.0,37992.0,2684194790.0,0.990558
163,20220317182,2022-03-28,0.8045,69057.0,22361.0,1794594040.0,0.989038
164,20220315923,2022-03-25,0.8495,27083.0,11688.0,733537560.0,1.013828
165,20220323740,2022-03-25,0.8295,59102.0,22491.0,1238576292.0,0.990018
166,20220321263,2022-03-25,0.8045,70638.0,25641.0,1774187480.0,0.986593
167,20220318151,2022-03-24,0.8045,99269.0,5809.0,1407178411.0,0.997438
168,20220317849,2022-03-24,0.8295,62711.0,7228.0,1727620610.0,1.000308
169,20220314959,2022-03-23,0.8295,45145.0,7584.0,1290329795.0,1.00097
170,20220310475,2022-03-22,0.7295,146925.0,44726.0,3545073000.0,1.00305
171,20220315885,2022-03-21,0.8495,44565.0,14532.0,924756086.0,1.006118
172,20220315973,2022-03-21,0.8495,16479.0,5336.0,380490939.0,0.996393
173,20220308879,2022-03-18,0.8045,53767.0,5367.0,1685541000.0,1.004513
174,20220316591,2022-03-18,0.8295,66128.0,16512.0,1757285712.0,1.005988
175,20220311959,2022-03-18,0.8045,42373.0,2942.0,1398422117.0,1.00266
176,20220311027,2022-03-18,0.8295,73520.0,10146.0,966792797.0,0.991623
177,20220311008,2022-03-18,0.8495,34412.0,8861.0,885122740.0,1.00512
178,20220310930,2022-03-18,0.8495,22861.0,5834.0,849728730.0,0.99327
179,20220311754,2022-03-17,0.8045,170467.0,45723.0,3608269413.0,1.001043
180,20220302601,2022-03-15,0.7295,306094.0,93613.0,4643927283.0,0.990238
181,20220305434,2022-03-15,0.7295,302444.0,90773.0,7526903099.0,1.006638
182,20220302512,2022-03-15,0.8045,89843.0,28264.0,1948157720.0,1.016403
183,20220238279,2022-03-15,0.8495,30205.0,11167.0,491351535.0,1.00961
184,20220302566,2022-03-15,0.8045,99241.0,30932.0,2143808390.0,1.004855
185,20220305361,2022-03-15,0.8295,91766.0,8206.0,2855472115.0,0.988063
186,20220302071,2022-03-14,0.8045,124355.0,35354.0,1576981580.0,0.9859
187,20220222755,2022-03-11,0.8045,74379.0,17916.0,1697117390.0,1.002358
188,20220235325,2022-03-11,0.8295,73642.0,10464.0,1936866740.0,1.003563
189,20220238023,2022-03-10,0.8295,58452.0,4420.0,1520653556.0,0.995183
190,20220233820,2022-03-10,0.8045,108556.0,23199.0,2621637960.0,1.017205
191,20220234702,2022-03-07,0.8045,86867.0,26837.0,2251790470.0,0.99862
192,20220229070,2022-03-07,0.8495,49713.0,16039.0,1054638308.0,1.000385
193,20220222175,2022-03-04,0.8495,31004.0,10394.0,872785460.0,1.004898
194,20220226919,2022-03-03,0.8045,140309.0,53578.0,3312769260.0,0.999265
195,20220226537,2022-03-03,0.8495,18862.0,4866.0,515799763.0,1.004763
196,20220228025,2022-03-03,0.8295,75363.0,23132.0,2050864321.0,1.007285
197,20220217650,2022-03-02,0.8045,105227.0,28137.0,1918592090.0,0.99103
198,20220221183,2022-02-28,0.8045,115002.0,32532.0,3137365370.0,1.002058
199,20220218561,2022-02-28,0.8295,57642.0,16891.0,1477140899.0,0.992993
200,20220217556,2022-02-25,0.8045,96741.0,56914.0,3193985000.0,0.998095
201,20220216085,2022-02-24,0.8045,143985.0,43761.0,2660631640.0,1.000328
202,20220201838,2022-02-24,0.7295,460319.0,107514.0,12547076000.0,0.990688
203,20220214777,2022-02-24,0.8045,147162.0,49177.0,2886498740.0,1.006568
204,20220220188,2022-02-24,0.7295,112085.0,35772.0,2518218000.0,1.000085
205,20220217414,2022-02-24,0.8495,15022.0,4253.0,645784553.0,0.99291
206,20220213993,2022-02-23,0.8495,8514.0,2251.0,475893000.0,0.996375
207,20220214147,2022-02-23,0.8495,3283.0,1314.0,174040000.0,0.992595
208,20220213230,2022-02-23,0.8495,29854.0,8716.0,778875201.0,0.990758
209,20220211780,2022-02-22,0.7295,190651.0,59954.0,5321527493.0,1.001075
210,20220212044,2022-02-22,0.8295,53907.0,4657.0,1360675430.0,0.99929
211,20220209919,2022-02-21,0.8045,99971.0,31423.0,1743204417.0,0.984958
212,20220209982,2022-02-21,0.8295,78257.0,25108.0,2034014470.0,0.996715
213,20220209807,2022-02-21,0.8045,103019.0,35336.0,1779379912.0,1.00114
214,20220125584,2022-02-17,0.7295,385231.0,116624.0,10718013000.0,0.999375
215,20220205406,2022-02-17,0.8495,31628.0,30614.0,907822444.0,0.993545
216,20220203930,2022-02-17,0.8495,20105.0,7073.0,411685957.0,1.001598
217,20220206120,2022-02-17,0.8495,34050.0,8163.0,1034997365.0,1.007558
218,20220201828,2022-02-15,0.8045,145739.0,20435.0,3650709460.0,0.996138
219,20220124218,2022-02-15,0.8295,64549.0,4116.0,2051927000.0,0.99187
220,20220204097,2022-02-14,0.8495,49962.0,8786.0,1897076000.0,1.007603
221,20220128532,2022-02-11,0.8045,129703.0,21563.0,3070799150.0,0.998503
222,20220129933,2022-02-10,0.7295,269432.0,74551.0,6092099000.0,0.999108
223,20220129942,2022-02-10,0.7295,233428.0,64500.0,5338850000.0,0.990478
224,20220126032,2022-02-09,0.8495,26866.0,9069.0,779400994.0,0.989788
225,20220128118,2022-02-08,0.7295,284029.0,98193.0,4871085359.0,0.987258
226,20220122918,2022-02-07,0.8495,12971.0,11087.0,645976856.0,1.004815
227,20220124414,2022-02-07,0.8295,95883.0,35503.0,2091343000.0,0.9881
228,20220126196,2022-02-04,0.8495,6071.0,4921.0,233183332.0,0.997095
229,20220121000,2022-02-04,0.8295,59661.0,13857.0,1691778110.0,0.995245
230,20220118521,2022-02-04,0.8495,39415.0,10775.0,1127259310.0,0.990518
231,20220119131,2022-02-04,0.7295,218924.0,37816.0,4760051948.0,0.98992
232,20220120067,2022-02-03,0.8495,36410.0,14448.0,1046491000.0,1.003225
233,20220116035,2022-01-28,0.8295,65319.0,23593.0,1403327737.0,1.004235
234,20220116387,2022-01-28,0.8045,106309.0,32550.0,1629519381.0,1.00083
235,20220117219,2022-01-28,0.8495,9517.0,8900.0,299232000.0,0.991653
236,20220113832,2022-01-28,0.8045,135540.0,47606.0,2788075983.0,0.995008
237,20220108263,2022-01-28,0.8495,31294.0,9743.0,752501533.0,0.99728
238,20220119450,2022-01-27,0.8495,38147.0,15387.0,1290145137.0,1.00047
239,20220114794,2022-01-27,0.8295,71273.0,20232.0,1798521844.0,1.001638
240,20220116514,2022-01-27,0.8295,47851.0,2510.0,1318326104.0,1.00962
241,20220112408,2022-01-25,0.8045,89582.0,29554.0,1890888915.0,1.012523
242,20220112249,2022-01-25,0.8045,68567.0,4538.0,2025082000.0,0.987393
243,20220108226,2022-01-21,0.8045,143215.0,45911.0,2825154140.0,1.000713
244,20220105607,2022-01-21,0.8295,80335.0,15848.0,2642748035.0,1.003008
245,20220109494,2022-01-21,0.8295,41106.0,9843.0,1087350649.0,0.997643
246,20220107899,2022-01-20,0.8495,32833.0,7134.0,984274087.0,1.00933
247,20220109553,2022-01-19,0.8495,29688.0,29930.0,735332651.0,0.993803
248,20211242965,2022-01-18,0.7295,313503.0,90709.0,6581527084.0,1.010013
249,20220103595,2022-01-18,0.8045,159905.0,58383.0,3143416920.0,0.998805
250,20220102265,2022-01-17,0.8045,172411.0,47737.0,3980666063.0,1.00701
251,20220100658,2022-01-14,0.8295,65481.0,7469.0,1923073340.0,1.009755
252,20211245499,2022-01-12,0.7295,358962.0,115181.0,8532619005.0,1.012895
253,20211245472,2022-01-12,0.8495,5259.0,1583.0,176668582.0,0.99978
254,20211235788,2022-01-10,0.8495,28919.0,9603.0,811941487.0,0.988848
255,20211235824,2022-01-10,0.8495,22814.0,7974.0,655835812.0,0.982638
256,20211243677,2022-01-07,0.8045,120768.0,46899.0,2240271730.0,0.99534
257,20211239184,2022-01-07,0.8495,11223.0,7331.0,376879775.0,0.995048
258,20211243168,2022-01-07,0.8295,93871.0,7766.0,2783910343.0,1.002675
259,20211241796,2022-01-06,0.8045,158881.0,68763.0,3823258970.0,1.005478
260,20211240973,2022-01-06,0.8495,43256.0,13718.0,1104649416.0,0.999965
261,20211240581,2022-01-06,0.7295,223021.0,69384.0,5307921521.0,0.99856
262,20211241451,2022-01-06,0.8295,14942.0,1426.0,550238270.0,1.008783
263,20211240426,2022-01-05,0.8495,14922.0,6403.0,595602000.0,1.009655
264,20211237896,2022-01-05,0.7295,187797.0,48882.0,4362735613.0,0.994183
265,20211229897,2022-01-04,0.8295,68501.0,6508.0,2125150155.0,0.997983
266,20211230908,2022-01-03,0.7295,223404.0,49097.0,5774739000.0,0.99297
267,20211237152,2022-01-03,0.8045,152962.0,39312.0,4091391112.0,0.99155
268,20211234645,2022-01-03,0.8495,5901.0,1495.0,237210000.0,1.001813
269,20211235757,2022-01-03,0.8045,92192.0,27482.0,2169015189.0,0.995135
270,20211232374,2022-01-03,0.8495,31405.0,10613.0,880584808.0,0.997988
271,20211238272,2021-12-31,0.8045,88560.0,30950.0,1821825000.0,0.993523
272,20211235763,2021-12-31,0.8045,178714.0,45170.0,4277435750.0,0.99173
273,20211235768,2021-12-31,0.8495,13018.0,32991.0,693744747.0,1.013705
274,20211235531,2021-12-31,0.8495,9014.0,1289.0,423112187.0,0.998273
275,20211233797,2021-12-30,0.8295,81641.0,7203.0,2289302706.0,1.003505
276,20211226804,2021-12-29,0.8295,16660.0,2196.0,677185000.0,0.99617
277,20211214687,2021-12-28,0.8045,181389.0,16213.0,4712895350.0,1.014993
278,20211226843,2021-12-28,0.8495,9950.0,3180.0,257231986.0,1.016115
279,20211226828,2021-12-27,0.8295,44018.0,14809.0,1121393290.0,0.993193
280,20211226951,2021-12-27,0.8045,141409.0,51533.0,2990288560.0,1.000485
281,20211220392,2021-12-27,0.8295,103327.0,9526.0,1827577000.0,0.992593
282,20211220563,2021-12-27,0.8045,140654.0,42923.0,2242092708.0,1.009028
283,20211224791,2021-12-24,0.8045,123518.0,10100.0,3309361662.0,1.000848
284,20211223485,2021-12-24,0.8495,9743.0,3586.0,197573341.0,0.999628
285,20211232258,2021-12-24,0.8295,71471.0,8324.0,2312861486.0,1.011488
286,20211220287,2021-12-23,0.7295,295137.0,80429.0,7616789901.0,1.006148
287,20211207487,2021-12-23,0.8495,26981.0,6978.0,631294640.0,0.999583
288,20211223503,2021-12-23,0.8495,24139.0,6551.0,731370755.0,0.996908
289,20211219673,2021-12-23,0.8495,16305.0,4754.0,535054789.0,1.002753
290,20211201575,2021-12-22,0.7295,174473.0,45411.0,4802345736.0,0.993295
291,20211217051,2021-12-22,0.8295,22452.0,3095.0,672100570.0,0.996993
292,20211215675,2021-12-21,0.7295,213236.0,71074.0,4243666470.0,1.004578
293,20211216290,2021-12-20,0.8045,251389.0,24232.0,6429128957.0,0.991565
294,20211211377,2021-12-20,0.8495,9591.0,4576.0,208994000.0,1.0018
295,20211207740,2021-12-17,0.8045,151313.0,43256.0,2689705700.0,1.000965
296,20211206106,2021-12-17,0.8045,144461.0,38323.0,3370250851.0,0.997395
297,20211208620,2021-12-16,0.8045,63328.0,36753.0,1188664137.0,0.9943
298,20211208889,2021-12-16,0.8495,15009.0,4045.0,509258999.0,1.004785
299,20211209549,2021-12-16,0.8295,101480.0,8323.0,2961843471.0,1.014678
300,20211204448,2021-12-14,0.8495,12899.0,27134.0,854357085.0,0.999438
301,20211143936,2021-12-14,0.7295,97571.0,6399.0,2813763000.0,0.993475
302,20211200493,2021-12-13,0.8295,76761.0,17225.0,2206354391.0,0.9873
303,20211144425,2021-12-10,0.8045,102434.0,24757.0,2623079232.0,1.003878
304,20211140334,2021-12-10,0.8295,19014.0,2379.0,968781000.0,1.000388
305,20211143304,2021-12-09,0.8295,94186.0,12257.0,2508811290.0,0.999413
306,20211144159,2021-12-09,0.7295,239327.0,85847.0,5910106512.0,0.995055
307,20211142908,2021-12-09,0.8045,135903.0,12429.0,3926868724.0,0.996248
308,20211143004,2021-12-09,0.8045,134529.0,48285.0,2473365803.0,1.016788
309,20211132732,2021-12-09,0.8045,116656.0,40092.0,2569439606.0,0.992495
310,20211142722,2021-12-09,0.8295,66553.0,16924.0,1537348959.0,0.994278
311,20211142461,2021-12-09,0.8495,44293.0,4219.0,1319269759.0,1.005563
312,20211138301,2021-12-08,0.8045,101536.0,28988.0,2431124230.0,0.98951
313,20211136551,2021-12-08,0.8045,99467.0,22548.0,2403749240.0,0.996438
314,20211135954,2021-12-07,0.7295,304004.0,67910.0,9171950968.0,1.004643
315,20211139226,2021-12-07,0.8045,132194.0,45070.0,2683980844.0,1.00097
316,20211128943,2021-12-07,0.8045,122208.0,9961.0,2452659101.0,1.00517
317,20211136404,2021-12-07,0.8295,49866.0,18604.0,757182000.0,1.015345
318,20211135509,2021-12-06,0.8295,104293.0,22647.0,1973033632.0,1.007373
319,20211118151,2021-12-06,0.8495,19238.0,4747.0,609935661.0,0.996475
320,20211133316,2021-12-06,0.7295,156017.0,41327.0,3591217685.0,1.011903
321,20211135721,2021-12-03,0.8495,4997.0,63051.0,312428000.0,1.002233
322,20211116897,2021-12-03,0.7295,591169.0,141528.0,16063823000.0,1.0088
323,20211135966,2021-12-03,0.8495,12994.0,7636.0,422652770.0,0.988365
324,20211128027,2021-12-02,0.8495,45112.0,12470.0,1209073000.0,1.004448
325,20211113552,2021-12-01,0.8295,58168.0,10286.0,1964603044.0,1.00063
326,20211127988,2021-12-01,0.8295,86153.0,9266.0,1981652909.0,0.994988
327,20211130914,2021-12-01,0.8495,24635.0,7959.0,767451558.0,0.998275
329,20211133157,2021-11-30,0.8495,13609.0,2201.0,654245040.0,1.007343
330,20211133129,2021-11-30,0.8495,8830.0,1596.0,444571079.0,1.00224
331,20211108162,2021-11-30,0.7295,385413.0,151480.0,8449506375.0,0.992145
332,20211127559,2021-11-29,0.8295,59562.0,16071.0,1781357000.0,1.012958
333,20211121971,2021-11-26,0.8045,141549.0,43421.0,3971802820.0,1.004805
334,20211126055,2021-11-26,0.8045,76980.0,29262.0,1645332074.0,0.99384
335,20211120377,2021-11-25,0.8495,27251.0,8526.0,781068450.0,0.999508
336,20211107142,2021-11-24,0.8495,14933.0,3646.0,554256389.0,1.004073
337,20211117172,2021-11-24,0.7295,274029.0,60966.0,6842532000.0,1.008125
338,20211116284,2021-11-23,0.8495,18551.0,2958.0,553522618.0,0.99063
339,20211033251,2021-11-23,0.8295,92863.0,24931.0,2207508557.0,1.004335
340,20211116261,2021-11-23,0.8045,148801.0,27883.0,3730472333.0,0.990515
341,20211112025,2021-11-19,0.8495,34597.0,8443.0,1165979463.0,1.00059
342,20211114192,2021-11-19,0.8045,145471.0,37921.0,3583951547.0,1.003373
343,20211110913,2021-11-18,0.8295,51820.0,17719.0,1411775834.0,1.004003
