,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_(주)토문엔지니어링 건축사사무소,y
290,2022-09-28,0.993415983864043,0.9894395563729295,0.9970318859692773,0.991373927750744,0.9952286205593126,-0.00015228313631761157,-0.00015228313631761157,-0.00015228313631761157,-0.00015228313631761157,-0.00015228313631761157,-0.00015228313631761157,0.0,0.0,0.0,0.9932637007277253,
291,2022-09-29,0.9934191202916136,0.9897936214301687,0.9974103879789255,0.9913192643043021,0.9952928474017668,0.00010559859572175638,0.00010559859572175638,0.00010559859572175638,0.00010559859572175638,0.00010559859572175638,0.00010559859572175638,0.0,0.0,0.0,0.9935247188873354,
292,2022-09-30,0.9934222567191843,0.9899332357485101,0.9973589399653937,0.9912650949914059,0.9953592434289631,0.0003208331194535085,0.0003208331194535085,0.0003208331194535085,0.0003208331194535085,0.0003208331194535085,0.0003208331194535085,0.0,0.0,0.0,0.9937430898386378,
293,2022-10-01,0.9934253931467549,0.9886526193235255,0.9963781214981178,0.9912401846593325,0.995431387829933,-0.0005483399062163731,-0.0005483399062163731,-0.0005483399062163731,-0.0005483399062163731,-0.0005483399062163731,-0.0005483399062163731,0.0,0.0,0.0,0.9928770532405385,
294,2022-10-02,0.9934285295743256,0.9889086967788837,0.9968186516875004,0.9912139930224331,0.9955023271021489,-0.0005483397890072095,-0.0005483397890072095,-0.0005483397890072095,-0.0005483397890072095,-0.0005483397890072095,-0.0005483397890072095,0.0,0.0,0.0,0.9928801897853183,
295,2022-10-03,0.9934316660018963,0.9895217802463067,0.9969727094747779,0.9911740460280404,0.9955724681716119,0.00011128862455021045,0.00011128862455021045,0.00011128862455021045,0.00011128862455021045,0.00011128862455021045,0.00011128862455021045,0.0,0.0,0.0,0.9935429546264465,
296,2022-10-04,0.9934348024294669,0.9904636211940725,0.9981636100593052,0.9911343639257018,0.9956084040461871,0.0007112424918139014,0.0007112424918139014,0.0007112424918139014,0.0007112424918139014,0.0007112424918139014,0.0007112424918139014,0.0,0.0,0.0,0.9941460449212808,
297,2022-10-05,0.9934379388570376,0.9893294668251935,0.9969704996002481,0.9910850216090321,0.9956340814321812,-0.0001522831363160214,-0.0001522831363160214,-0.0001522831363160214,-0.0001522831363160214,-0.0001522831363160214,-0.0001522831363160214,0.0,0.0,0.0,0.9932856557207216,
298,2022-10-06,0.9934410752846083,0.9896944965479212,0.9973782962393788,0.9910415049731246,0.9956590842145078,0.00010559859572299368,0.00010559859572299368,0.00010559859572299368,0.00010559859572299368,0.00010559859572299368,0.00010559859572299368,0.0,0.0,0.0,0.9935466738803314,
299,2022-10-07,0.993444211712179,0.9896959288161159,0.9975450028261121,0.9910152557747705,0.9956839789176216,0.0003208331194535558,0.0003208331194535558,0.0003208331194535558,0.0003208331194535558,0.0003208331194535558,0.0003208331194535558,0.0,0.0,0.0,0.9937650448316325,
