,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_주식회사 선엔지니어링종합건축사사무소,y
0,2021-01-04,0.9971158896175,0.9874927362266106,1.012299613241779,0.9971158896175,0.9971158896175,0.002377075992669027,0.002377075992669027,0.002377075992669027,0.002377075992669027,0.002377075992669027,0.002377075992669027,0.0,0.0,0.0,0.999492965610169,0.9896504318
1,2021-01-05,0.9971215911091148,0.9859957068278781,1.010872590823628,0.9971215911091148,0.9971215911091148,0.0017733828885669186,0.0017733828885669186,0.0017733828885669186,0.0017733828885669186,0.0017733828885669186,0.0017733828885669186,0.0,0.0,0.0,0.9988949739976817,1.0093370254
2,2021-01-06,0.9971272926007295,0.9859052238037855,1.0103902810991299,0.9971272926007295,0.9971272926007295,0.0019925832297479408,0.0019925832297479408,0.0019925832297479408,0.0019925832297479408,0.0019925832297479408,0.0019925832297479408,0.0,0.0,0.0,0.9991198758304775,0.9988716215
3,2021-01-07,0.9971329940923443,0.9865392551492727,1.0110182524885054,0.9971329940923443,0.9971329940923443,0.0016643384466113627,0.0016643384466113627,0.0016643384466113627,0.0016643384466113627,0.0016643384466113627,0.0016643384466113627,0.0,0.0,0.0,0.9987973325389558,0.9956823617
4,2021-01-08,0.9971386955839591,0.9848249442221352,1.0097895521196059,0.9971386955839591,0.9971386955839591,0.0008305593486509728,0.0008305593486509728,0.0008305593486509728,0.0008305593486509728,0.0008305593486509728,0.0008305593486509728,0.0,0.0,0.0,0.99796925493261,0.9961776833
5,2021-01-11,0.9971558000588036,0.9866431522134861,1.012081297625393,0.9971558000588036,0.9971558000588036,0.0023770759926557946,0.0023770759926557946,0.0023770759926557946,0.0023770759926557946,0.0023770759926557946,0.0023770759926557946,0.0,0.0,0.0,0.9995328760514594,0.9968841947
6,2021-01-12,0.9971615015504183,0.9869149214805415,1.0115353470289286,0.9971615015504183,0.9971615015504183,0.001773382888566025,0.001773382888566025,0.001773382888566025,0.001773382888566025,0.001773382888566025,0.001773382888566025,0.0,0.0,0.0,0.9989348844389843,0.996883701
7,2021-01-15,0.9971786060252626,0.9851153284362155,1.0104957201408906,0.9971786060252626,0.9971786060252626,0.0008305593486462464,0.0008305593486462464,0.0008305593486462464,0.0008305593486462464,0.0008305593486462464,0.0008305593486462464,0.0,0.0,0.0,0.9980091653739089,0.99959156
8,2021-01-18,0.9971957105617291,0.9874305637016911,1.0116742441987971,0.9971957105617291,0.9971957105617291,0.002377075992656512,0.002377075992656512,0.002377075992656512,0.002377075992656512,0.002377075992656512,0.002377075992656512,0.0,0.0,0.0,0.9995727865543855,1.0089799863
9,2021-01-21,0.9972128150981954,0.9879676902656276,1.0117693124510754,0.9972128150981954,0.9972128150981954,0.001664338446614921,0.001664338446614921,0.001664338446614921,0.001664338446614921,0.001664338446614921,0.001664338446614921,0.0,0.0,0.0,0.9988771535448103,0.9957900309
10,2021-01-22,0.9972185166103509,0.9864079125756198,1.0105653081703705,0.9972185166103509,0.9972185166103509,0.0008305593486599212,0.0008305593486599212,0.0008305593486599212,0.0008305593486599212,0.0008305593486599212,0.0008305593486599212,0.0,0.0,0.0,0.9980490759590108,1.006911947
11,2021-01-25,0.9972356211468173,0.9874004377505347,1.0121079907435517,0.9972356211468173,0.9972356211468173,0.0023770759926603022,0.0023770759926603022,0.0023770759926603022,0.0023770759926603022,0.0023770759926603022,0.0023770759926603022,0.0,0.0,0.0,0.9996126971394776,0.9967735572
12,2021-01-26,0.9972413226589727,0.9864476155957276,1.0116174284498272,0.9972413226589727,0.9972413226589727,0.0017733828885635086,0.0017733828885635086,0.0017733828885635086,0.0017733828885635086,0.0017733828885635086,0.0017733828885635086,0.0,0.0,0.0,0.9990147055475362,0.9959395152
13,2021-01-27,0.9972470241711281,0.9868892785331518,1.011410454523023,0.9972470241711281,0.9972470241711281,0.0019925832297513404,0.0019925832297513404,0.0019925832297513404,0.0019925832297513404,0.0019925832297513404,0.0019925832297513404,0.0,0.0,0.0,0.9992396074008795,0.9969112432
14,2021-01-28,0.9972527256832836,0.9867970366725507,1.011334767059794,0.9972527256832836,0.9972527256832836,0.0016643384466167002,0.0016643384466167002,0.0016643384466167002,0.0016643384466167002,0.0016643384466167002,0.0016643384466167002,0.0,0.0,0.0,0.9989170641299003,0.9992688751
15,2021-01-29,0.9972584271109008,0.9861309894937094,1.0105426660550672,0.9972584271109008,0.9972584271109008,0.0008305593486612798,0.0008305593486612798,0.0008305593486612798,0.0008305593486612798,0.0008305593486612798,0.0008305593486612798,0.0,0.0,0.0,0.9980889864595621,0.9992746924
16,2021-06-04,0.997976806990682,0.9863125690546551,1.012491068288286,0.997976806990682,0.997976806990682,0.0008305593486496642,0.0008305593486496642,0.0008305593486496642,0.0008305593486496642,0.0008305593486496642,0.0008305593486496642,0.0,0.0,0.0,0.9988073663393316,1.0061834307
17,2021-06-07,0.9979939112735339,0.9874023677586119,1.0131364128323646,0.9979939112735339,0.9979939112735339,0.0023770759926689602,0.0023770759926689602,0.0023770759926689602,0.0023770759926689602,0.0023770759926689602,0.0023770759926689602,0.0,0.0,0.0,1.0003709872662028,1.0061859904
18,2021-06-08,0.9979996127011512,0.9870574900465786,1.0118052049465254,0.9979996127011512,0.9979996127011512,0.00177338288856695,0.00177338288856695,0.00177338288856695,0.00177338288856695,0.00177338288856695,0.00177338288856695,0.0,0.0,0.0,0.9997729955897182,1.0061857054
19,2021-06-09,0.9980053141287685,0.9875876745709664,1.0114794911812846,0.9980053141287685,0.9980053141287685,0.001992583229750339,0.001992583229750339,0.001992583229750339,0.001992583229750339,0.001992583229750339,0.001992583229750339,0.0,0.0,0.0,0.9999978973585189,0.9982306329
20,2021-06-11,0.9980167169840032,0.9859481130329915,1.0105391858587258,0.9980167169840032,0.9980167169840032,0.0008305593486510227,0.0008305593486510227,0.0008305593486510227,0.0008305593486510227,0.0008305593486510227,0.0008305593486510227,0.0,0.0,0.0,0.9988472763326542,0.9982242138
21,2021-06-14,0.998033821266855,0.9878530131146689,1.012370650856758,0.998033821266855,0.998033821266855,0.0023770759926727506,0.0023770759926727506,0.0023770759926727506,0.0023770759926727506,0.0023770759926727506,0.0023770759926727506,0.0,0.0,0.0,1.0004108972595278,0.9982348185
22,2021-06-16,0.9980452241686633,0.9867418409194543,1.0120483302151695,0.9980452241686633,0.9980452241686633,0.0019925832297521167,0.0019925832297521167,0.0019925832297521167,0.0019925832297521167,0.0019925832297521167,0.0019925832297521167,0.0,0.0,0.0,1.0000378073984153,1.0014082411
23,2021-06-17,0.9980509256195673,0.9869334748471629,1.0120095341030417,0.9980509256195673,0.9980509256195673,0.001664338446613159,0.001664338446613159,0.001664338446613159,0.001664338446613159,0.001664338446613159,0.001664338446613159,0.0,0.0,0.0,0.9997152640661805,0.9906360348
24,2021-06-21,0.9980737314231838,0.9893896577955721,1.01248065103338,0.9980737314231838,0.9980737314231838,0.0023770759926765406,0.0023770759926765406,0.0023770759926765406,0.0023770759926765406,0.0023770759926765406,0.0023770759926765406,0.0,0.0,0.0,1.0004508074158602,1.0121456751
25,2021-06-22,0.9980794328740878,0.9875212351791883,1.0113042401344092,0.9980794328740878,0.9980794328740878,0.0017733828885712708,0.0017733828885712708,0.0017733828885712708,0.0017733828885712708,0.0017733828885712708,0.0017733828885712708,0.0,0.0,0.0,0.9998528157626592,1.0103236737
26,2021-06-23,0.998085134324992,0.9877869000536574,1.0115566819290038,0.998085134324992,0.998085134324992,0.0019925832297490644,0.0019925832297490644,0.0019925832297490644,0.0019925832297490644,0.0019925832297490644,0.0019925832297490644,0.0,0.0,0.0,1.000077717554741,0.9918035
27,2021-06-25,0.9980965372268001,0.9870473001192637,1.0114402607114334,0.9980965372268001,0.9980965372268001,0.0008305593486599707,0.0008305593486599707,0.0008305593486599707,0.0008305593486599707,0.0008305593486599707,0.0008305593486599707,0.0,0.0,0.0,0.9989270965754601,0.9913886513
28,2021-06-30,0.9981250444813207,0.9881306049478821,1.0124613427724156,0.9981250444813207,0.9981250444813207,0.001992583229750842,0.001992583229750842,0.001992583229750842,0.001992583229750842,0.001992583229750842,0.001992583229750842,0.0,0.0,0.0,1.0001176277110715,1.0093468987
29,2021-07-01,0.9981307924559283,0.9879608082651845,1.0119817733951513,0.9981307924559283,0.9981307924559283,0.0016643384466167176,0.0016643384466167176,0.0016643384466167176,0.0016643384466167176,0.0016643384466167176,0.0016643384466167176,0.0,0.0,0.0,0.999795130902545,1.0026438409
30,2021-07-02,0.9981365404305359,0.9866952314147873,1.0119034361005577,0.9981365404305359,0.9981365404305359,0.0008305593486552446,0.0008305593486552446,0.0008305593486552446,0.0008305593486552446,0.0008305593486552446,0.0008305593486552446,0.0,0.0,0.0,0.9989670997791912,0.9906223741
31,2021-07-05,0.9981537843543588,0.9888684378360231,1.013267180974229,0.9981537843543588,0.9981537843543588,0.002377075992664026,0.002377075992664026,0.002377075992664026,0.002377075992664026,0.002377075992664026,0.002377075992664026,0.0,0.0,0.0,1.0005308603470229,0.9929579
32,2021-07-06,0.9981595323289665,0.9870073559741911,1.0131726055714956,0.9981595323289665,0.9981595323289665,0.001773382888568754,0.001773382888568754,0.001773382888568754,0.001773382888568754,0.001773382888568754,0.001773382888568754,0.0,0.0,0.0,0.9999329152175352,0.9914974
33,2021-07-07,0.9981652803035741,0.9876488124287284,1.0128480888748717,0.9981652803035741,0.9981652803035741,0.0019925832297502046,0.0019925832297502046,0.0019925832297502046,0.0019925832297502046,0.0019925832297502046,0.0019925832297502046,0.0,0.0,0.0,1.0001578635333244,1.0093526
34,2021-07-12,0.9981940201766122,0.9881527501835137,1.0138399326163956,0.9981940201766122,0.9981940201766122,0.0023770759926678166,0.0023770759926678166,0.0023770759926678166,0.0023770759926678166,0.0023770759926678166,0.0023770759926678166,0.0,0.0,0.0,1.00057109616928,0.9898812
35,2021-07-13,0.9981997681512199,0.9870195157439382,1.0125285235509058,0.9981997681512199,0.9981997681512199,0.001773382888567496,0.001773382888567496,0.001773382888567496,0.001773382888567496,0.001773382888567496,0.001773382888567496,0.0,0.0,0.0,0.9999731510397875,0.9898812
36,2021-07-16,0.9984122944408356,0.9861968592342438,1.0112611243385334,0.9984122944408356,0.9984122944408356,0.0008305593486457917,0.0008305593486457917,0.0008305593486457917,0.0008305593486457917,0.0008305593486457917,0.0008305593486457917,0.0,0.0,0.0,0.9992428537894814,0.9939360247
37,2021-07-19,0.998624820730451,0.9885051485483386,1.0133969047290663,0.998624820730451,0.998624820730451,0.002377075992654584,0.002377075992654584,0.002377075992654584,0.002377075992654584,0.002377075992654584,0.002377075992654584,0.0,0.0,0.0,1.0010018967231056,0.9939311
38,2021-07-20,0.9986956628269896,0.9884301028183142,1.0130834881968749,0.9986956628269896,0.9986956628269896,0.0017733828885666033,0.0017733828885666033,0.0017733828885666033,0.0017733828885666033,0.0017733828885666033,0.0017733828885666033,0.0,0.0,0.0,1.0004690457155563,0.9919505013
39,2021-07-22,0.9988373470200667,0.9888040089675776,1.0135899335947292,0.9988373470200667,0.9988373470200667,0.001664338446608736,0.001664338446608736,0.001664338446608736,0.001664338446608736,0.001664338446608736,0.001664338446608736,0.0,0.0,0.0,1.0005016854666753,0.9971533
40,2021-07-23,0.9989081891166053,0.987842821493121,1.01183475103586,0.9989081891166053,0.9989081891166053,0.0008305593486471511,0.0008305593486471511,0.0008305593486471511,0.0008305593486471511,0.0008305593486471511,0.0008305593486471511,0.0,0.0,0.0,0.9997387484652525,0.9912654
41,2021-07-27,0.9991915575027595,0.9883911446711575,1.0138727726549623,0.9991915575027595,0.9991915575027595,0.001773382888564979,0.001773382888564979,0.001773382888564979,0.001773382888564979,0.001773382888564979,0.001773382888564979,0.0,0.0,0.0,1.0009649403913243,0.9995707471
42,2021-07-29,0.9993332416958366,0.9883124312889725,1.012379280217023,0.9993332416958366,0.9993332416958366,0.0016643384466152322,0.0016643384466152322,0.0016643384466152322,0.0016643384466152322,0.0016643384466152322,0.0016643384466152322,0.0,0.0,0.0,1.0009975801424518,0.9995707882
43,2021-07-30,0.999404083802769,0.9887469825302114,1.0129421470884452,0.999404083802769,0.999404083802769,0.0008305593486608257,0.0008305593486608257,0.0008305593486608257,0.0008305593486608257,0.0008305593486608257,0.0008305593486608257,0.0,0.0,0.0,1.0002346431514297,0.9995708017
44,2021-08-02,0.9996166101235665,0.9893439880672068,1.014621169549876,0.9996166101235665,0.9996166101235665,0.002377075992662165,0.002377075992662165,0.002377075992662165,0.002377075992662165,0.002377075992662165,0.002377075992662165,0.0,0.0,0.0,1.0019936861162286,1.0020121042
45,2021-08-03,0.999687452230499,0.989571868045783,1.0139351248614696,0.999687452230499,0.999687452230499,0.0017733828885640865,0.0017733828885640865,0.0017733828885640865,0.0017733828885640865,0.0017733828885640865,0.0017733828885640865,0.0,0.0,0.0,1.001460835119063,1.0102742
46,2021-08-04,0.9997582943374315,0.9903518187749242,1.014180470388239,0.9997582943374315,0.9997582943374315,0.001992583229748138,0.001992583229748138,0.001992583229748138,0.001992583229748138,0.001992583229748138,0.001992583229748138,0.0,0.0,0.0,1.0017508775671795,0.9867432961
47,2021-08-05,0.999829136444364,0.9896503511554867,1.0136023199888156,0.999829136444364,0.999829136444364,0.0016643384466122945,0.0016643384466122945,0.0016643384466122945,0.0016643384466122945,0.0016643384466122945,0.0016643384466122945,0.0,0.0,0.0,1.0014934748909763,1.0096497
48,2021-08-06,0.9998999785512965,0.9889317457267864,1.0129042173587415,0.9998999785512965,0.9998999785512965,0.0008305593486560988,0.0008305593486560988,0.0008305593486560988,0.0008305593486560988,0.0008305593486560988,0.0008305593486560988,0.0,0.0,0.0,1.0007305378999527,1.0102999863
49,2021-08-09,1.0001125048720938,0.9904588684538034,1.014552280584091,1.0001125048720938,1.0001125048720938,0.0023770759926628818,0.0023770759926628818,0.0023770759926628818,0.0023770759926628818,0.0023770759926628818,0.0023770759926628818,0.0,0.0,0.0,1.0024895808647567,1.0102919613
50,2021-08-10,1.000157925589987,0.9897425791199981,1.015359803298585,1.000157925589987,1.000157925589987,0.0017733828885693,0.0017733828885693,0.0017733828885693,0.0017733828885693,0.0017733828885693,0.0017733828885693,0.0,0.0,0.0,1.0019313084785564,1.0100790000000002
51,2021-08-12,1.0002487670257734,0.9895400163748553,1.0144634796885887,1.0002487670257734,1.0002487670257734,0.0016643384466140736,0.0016643384466140736,0.0016643384466140736,0.0016643384466140736,0.0016643384466140736,0.0016643384466140736,0.0,0.0,0.0,1.0019131054723875,1.0104135
52,2021-08-17,1.000475870615239,0.9905363135095903,1.0143099971651839,1.000475870615239,1.000475870615239,0.0017733828885680414,0.0017733828885680414,0.0017733828885680414,0.0017733828885680414,0.0017733828885680414,0.0017733828885680414,0.0,0.0,0.0,1.002249253503807,1.0103351012
