,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_(주)토펙엔지니어링건축사사무소,y
0,2021-01-04,0.9951918873343999,0.9809112544827738,1.0072573138134628,0.9951918873343999,0.9951918873343999,-9.28910868315827e-05,-9.28910868315827e-05,-9.28910868315827e-05,-9.28910868315827e-05,-9.28910868315827e-05,-9.28910868315827e-05,0.0,0.0,0.0,0.9950989962475683,0.9909834544
1,2021-01-05,0.9951931688149915,0.9833861082983701,1.0103509131388249,0.9951931688149915,0.9951931688149915,0.0014703660696220886,0.0014703660696220886,0.0014703660696220886,0.0014703660696220886,0.0014703660696220886,0.0014703660696220886,0.0,0.0,0.0,0.9966635348846137,0.9991900891
2,2021-01-06,0.9951944502955831,0.9829237695192969,1.0105040222397663,0.9951944502955831,0.9951944502955831,0.0022266286083138897,0.0022266286083138897,0.0022266286083138897,0.0022266286083138897,0.0022266286083138897,0.0022266286083138897,0.0,0.0,0.0,0.997421078903897,0.9973383966
3,2021-01-07,0.9951957317761747,0.9823428245439244,1.010622983986789,0.9951957317761747,0.9951957317761747,0.0018893053962968438,0.0018893053962968438,0.0018893053962968438,0.0018893053962968438,0.0018893053962968438,0.0018893053962968438,0.0,0.0,0.0,0.9970850371724715,0.9906759105
4,2021-01-08,0.9951970132567665,0.9814501183509968,1.0095309689603202,0.9951970132567665,0.9951970132567665,-2.741376445322336e-05,-2.741376445322336e-05,-2.741376445322336e-05,-2.741376445322336e-05,-2.741376445322336e-05,-2.741376445322336e-05,0.0,0.0,0.0,0.9951695994923132,0.9948720493
5,2021-01-11,0.9952008576985414,0.9800767545617232,1.0094347525932503,0.9952008576985414,0.9952008576985414,-9.289108683987297e-05,-9.289108683987297e-05,-9.289108683987297e-05,-9.289108683987297e-05,-9.289108683987297e-05,-9.289108683987297e-05,0.0,0.0,0.0,0.9951079666117015,0.9914889102
6,2021-01-12,0.995202139179133,0.9825616113231285,1.0102612722768018,0.995202139179133,0.995202139179133,0.0014703660696228494,0.0014703660696228494,0.0014703660696228494,0.0014703660696228494,0.0014703660696228494,0.0014703660696228494,0.0,0.0,0.0,0.9966725052487558,1.001801314
7,2021-01-15,0.9952059836209078,0.9818867086465773,1.00933974484651,0.9952059836209078,0.9952059836209078,-2.741376445553813e-05,-2.741376445553813e-05,-2.741376445553813e-05,-2.741376445553813e-05,-2.741376445553813e-05,-2.741376445553813e-05,0.0,0.0,0.0,0.9951785698564523,1.0079011933
8,2021-01-18,0.9952098280548689,0.9820673456344375,1.0086859750393786,0.9952098280548689,0.9952098280548689,-9.289108683831132e-05,-9.289108683831132e-05,-9.289108683831132e-05,-9.289108683831132e-05,-9.289108683831132e-05,-9.289108683831132e-05,0.0,0.0,0.0,0.9951169369680306,0.9948001371
9,2021-01-21,0.99521367248883,0.9838833359979339,1.0111326010237442,0.99521367248883,0.99521367248883,0.0018893053962957267,0.0018893053962957267,0.0018893053962957267,0.0018893053962957267,0.0018893053962957267,0.0018893053962957267,0.0,0.0,0.0,0.9971029778851257,0.9969101132
10,2021-01-22,0.9952149539668169,0.9809360851610185,1.0093393901689784,0.9952149539668169,0.9952149539668169,-2.741376444601131e-05,-2.741376444601131e-05,-2.741376444601131e-05,-2.741376444601131e-05,-2.741376444601131e-05,-2.741376444601131e-05,0.0,0.0,0.0,0.9951875402023709,0.9945703797
11,2021-01-25,0.995218798400778,0.9808750550724117,1.0089750617179667,0.995218798400778,0.995218798400778,-9.289108683636498e-05,-9.289108683636498e-05,-9.289108683636498e-05,-9.289108683636498e-05,-9.289108683636498e-05,-9.289108683636498e-05,0.0,0.0,0.0,0.9951259073139416,0.9966471145
12,2021-01-26,0.995220079878765,0.9830239118951712,1.0101512674862159,0.995220079878765,0.995220079878765,0.0014703660696242457,0.0014703660696242457,0.0014703660696242457,0.0014703660696242457,0.0014703660696242457,0.0014703660696242457,0.0,0.0,0.0,0.9966904459483893,0.9944994158
13,2021-01-27,0.995221361356752,0.9829990369277312,1.0111238642661233,0.995221361356752,0.995221361356752,0.0022266286083137024,0.0022266286083137024,0.0022266286083137024,0.0022266286083137024,0.0022266286083137024,0.0022266286083137024,0.0,0.0,0.0,0.9974479899650657,1.0017703844
14,2021-01-28,0.9952226428347389,0.9835149899884991,1.0117200076956503,0.9952226428347389,0.9952226428347389,0.0018893053962951685,0.0018893053962951685,0.0018893053962951685,0.0018893053962951685,0.0018893053962951685,0.0018893053962951685,0.0,0.0,0.0,0.9971119482310341,0.9962999378
15,2021-01-29,0.9952239243294156,0.9817037073147603,1.008549085817112,0.9952239243294156,0.9952239243294156,-2.7413764447602672e-05,-2.7413764447602672e-05,-2.7413764447602672e-05,-2.7413764447602672e-05,-2.7413764447602672e-05,-2.7413764447602672e-05,0.0,0.0,0.0,0.995196510564968,0.9946357986
16,2021-05-12,0.9953559182811114,0.9842975750304898,1.0113465677415574,0.9953559182811114,0.9953559182811114,0.0022266286083144566,0.0022266286083144566,0.0022266286083144566,0.0022266286083144566,0.0022266286083144566,0.0022266286083144566,0.0,0.0,0.0,0.9975825468894258,0.9797282166
17,2021-05-28,0.9953764221959379,0.9815410386739147,1.0089572520251235,0.9953764221959379,0.9953764221959379,-2.741376444853605e-05,-2.741376444853605e-05,-2.741376444853605e-05,-2.741376444853605e-05,-2.741376444853605e-05,-2.741376444853605e-05,0.0,0.0,0.0,0.9953490084314894,0.9961502531
18,2021-06-04,0.9953853926586747,0.9801058924465627,1.0091574828982308,0.9953853926586747,0.9953853926586747,-2.7413764451574016e-05,-2.7413764451574016e-05,-2.7413764451574016e-05,-2.7413764451574016e-05,-2.7413764451574016e-05,-2.7413764451574016e-05,0.0,0.0,0.0,0.9953579788942231,0.996195202
19,2021-06-07,0.9953892371427046,0.9812482227237738,1.0095283013766374,0.9953892371427046,0.9953892371427046,-9.289108683163439e-05,-9.289108683163439e-05,-9.289108683163439e-05,-9.289108683163439e-05,-9.289108683163439e-05,-9.289108683163439e-05,0.0,0.0,0.0,0.9952963460558729,0.9992989993
20,2021-06-08,0.9953905186373813,0.9835028087740656,1.010749874767279,0.9953905186373813,0.9953905186373813,0.001470366069622067,0.001470366069622067,0.001470366069622067,0.001470366069622067,0.001470366069622067,0.001470366069622067,0.0,0.0,0.0,0.9968608847070033,0.9963903667
21,2021-06-09,0.9953918001320579,0.9850157768881262,1.0117021112115494,0.9953918001320579,0.9953918001320579,0.002226628608314153,0.002226628608314153,0.002226628608314153,0.002226628608314153,0.002226628608314153,0.002226628608314153,0.0,0.0,0.0,0.997618428740372,0.9986005907
22,2021-06-11,0.9954609502433107,0.9811631494834693,1.0086442903115305,0.9954609502433107,0.9954609502433107,-2.741376445316537e-05,-2.741376445316537e-05,-2.741376445316537e-05,-2.741376445316537e-05,-2.741376445316537e-05,-2.741376445316537e-05,0.0,0.0,0.0,0.9954335364788576,0.9915901589
23,2021-06-14,0.99556467541019,0.9821152458484965,1.0090410342000782,0.99556467541019,0.99556467541019,-9.289108682968849e-05,-9.289108682968849e-05,-9.289108682968849e-05,-9.289108682968849e-05,-9.289108682968849e-05,-9.289108682968849e-05,0.0,0.0,0.0,0.9954717843233604,0.9986800369
24,2021-06-16,0.9956338255214429,0.9850198737532435,1.0121972713629406,0.9956338255214429,0.9956338255214429,0.00222662860831458,0.00222662860831458,0.00222662860831458,0.00222662860831458,0.00222662860831458,0.00222662860831458,0.0,0.0,0.0,0.9978604541297574,0.9996200249
25,2021-06-17,0.9956684005770693,0.9840725171439575,1.0120583630561493,0.9956684005770693,0.9956684005770693,0.0018893053962963102,0.0018893053962963102,0.0018893053962963102,0.0018893053962963102,0.0018893053962963102,0.0018893053962963102,0.0,0.0,0.0,0.9975577059733656,1.0088802735
26,2021-06-21,0.995806700799575,0.9832804257958287,1.008346885658324,0.995806700799575,0.995806700799575,-9.289108682774214e-05,-9.289108682774214e-05,-9.289108682774214e-05,-9.289108682774214e-05,-9.289108682774214e-05,-9.289108682774214e-05,0.0,0.0,0.0,0.9957138097127473,0.9955340507
27,2021-06-22,0.9958412758552014,0.9833730821240307,1.0123736519724433,0.9958412758552014,0.9958412758552014,0.0014703660696196023,0.0014703660696196023,0.0014703660696196023,0.0014703660696196023,0.0014703660696196023,0.0014703660696196023,0.0,0.0,0.0,0.997311641924821,0.9928705141
28,2021-06-23,0.9958758509108279,0.9845596408820441,1.0124794864841549,0.9958758509108279,0.9958758509108279,0.0022266286083144644,0.0022266286083144644,0.0022266286083144644,0.0022266286083144644,0.0022266286083144644,0.0022266286083144644,0.0,0.0,0.0,0.9981024795191423,1.0022668234
29,2021-06-24,0.9959253882305767,0.9840097397840345,1.0116419440311764,0.9959253882305767,0.9959253882305767,0.0018893053962957516,0.0018893053962957516,0.0018893053962957516,0.0018893053962957516,0.0018893053962957516,0.0018893053962957516,0.0,0.0,0.0,0.9978146936268725,0.9945887581
30,2021-06-25,0.9959749255503256,0.9812182260024586,1.0085811578359112,0.9959749255503256,0.9959749255503256,-2.7413764445953336e-05,-2.7413764445953336e-05,-2.7413764445953336e-05,-2.7413764445953336e-05,-2.7413764445953336e-05,-2.7413764445953336e-05,0.0,0.0,0.0,0.9959475117858797,0.9995802735
31,2021-06-30,0.9962226121490699,0.9849828617246289,1.0125902727905196,0.9962226121490699,0.9962226121490699,0.0022266286083148907,0.0022266286083148907,0.0022266286083148907,0.0022266286083148907,0.0022266286083148907,0.0022266286083148907,0.0,0.0,0.0,0.9984492407573848,0.9942503045
32,2021-07-01,0.9962721494688187,0.9850130682517055,1.0124325724657026,0.9962721494688187,0.9962721494688187,0.0018893053962951933,0.0018893053962951933,0.0018893053962951933,0.0018893053962951933,0.0018893053962951933,0.0018893053962951933,0.0,0.0,0.0,0.9981614548651139,0.9977003108
33,2021-07-02,0.9963216867885676,0.9833990309436537,1.0102396578324397,0.9963216867885676,0.9963216867885676,-2.7413764448268115e-05,-2.7413764448268115e-05,-2.7413764448268115e-05,-2.7413764448268115e-05,-2.7413764448268115e-05,-2.7413764448268115e-05,0.0,0.0,0.0,0.9962942730241193,1.0023997763
34,2021-07-05,0.9964702987478142,0.9828509994150533,1.0103070032465997,0.9964702987478142,0.9964702987478142,-9.289108683447097e-05,-9.289108683447097e-05,-9.289108683447097e-05,-9.289108683447097e-05,-9.289108683447097e-05,-9.289108683447097e-05,0.0,0.0,0.0,0.9963774076609797,0.9941131
35,2021-07-06,0.996519836067563,0.9840583856325729,1.0122051715165195,0.996519836067563,0.996519836067563,0.0014703660696209985,0.0014703660696209985,0.0014703660696209985,0.0014703660696209985,0.0014703660696209985,0.0014703660696209985,0.0,0.0,0.0,0.997990202137184,0.9906402
36,2021-07-07,0.9966045031406686,0.984395028034963,1.012815626417293,0.9966045031406686,0.9966045031406686,0.0022266286083150464,0.0022266286083150464,0.0022266286083150464,0.0022266286083150464,0.0022266286083150464,0.0022266286083150464,0.0,0.0,0.0,0.9988311317489836,0.98695
37,2021-07-12,0.9970278385061966,0.9828575596208412,1.010060077367998,0.9970278385061966,0.9970278385061966,-9.289108683252464e-05,-9.289108683252464e-05,-9.289108683252464e-05,-9.289108683252464e-05,-9.289108683252464e-05,-9.289108683252464e-05,0.0,0.0,0.0,0.9969349474193641,0.9962091658
