,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_주식회사 동우이앤씨,y
0,2021-01-04,0.9974975146020001,0.9885913522258762,1.0033259596535378,0.9974975146020001,0.9974975146020001,-0.0016952770760609998,-0.0016952770760609998,-0.0016952770760609998,-0.0016952770760609998,-0.0016952770760609998,-0.0016952770760609998,0.0,0.0,0.0,0.9958022375259391,1.0133931049
1,2021-01-05,0.9972406555995805,0.9869884398229996,1.0016508456760322,0.9972406555995805,0.9972406555995805,-0.002846392095727612,-0.002846392095727612,-0.002846392095727612,-0.002846392095727612,-0.002846392095727612,-0.002846392095727612,0.0,0.0,0.0,0.994394263503853,0.9904701165
2,2021-01-06,0.9969837965971611,0.985234721699095,1.000141427119178,0.9969837965971611,0.9969837965971611,-0.0041585194044995695,-0.0041585194044995695,-0.0041585194044995695,-0.0041585194044995695,-0.0041585194044995695,-0.0041585194044995695,0.0,0.0,0.0,0.9928252771926616,0.9906199879
3,2021-01-07,0.9967269375947415,0.9855538584623016,1.0003835671685257,0.9967269375947415,0.9967269375947415,-0.003691860196590319,-0.003691860196590319,-0.003691860196590319,-0.003691860196590319,-0.003691860196590319,-0.003691860196590319,0.0,0.0,0.0,0.9930350773981512,0.9851275699
4,2021-01-08,0.9964700785923221,0.9869399011903848,1.00238759897049,0.9964700785923221,0.9964700785923221,-0.0021456006592267857,-0.0021456006592267857,-0.0021456006592267857,-0.0021456006592267857,-0.0021456006592267857,-0.0021456006592267857,0.0,0.0,0.0,0.9943244779330953,1.0089190679
5,2021-01-11,0.9956995015850636,0.9865662767418818,1.0011735628351655,0.9956995015850636,0.9956995015850636,-0.001695277076039376,-0.001695277076039376,-0.001695277076039376,-0.001695277076039376,-0.001695277076039376,-0.001695277076039376,0.0,0.0,0.0,0.9940042245090243,0.9861292803
6,2021-01-12,0.9954426425826441,0.9850078314741143,0.9999725125155214,0.9954426425826441,0.9954426425826441,-0.00284639209572979,-0.00284639209572979,-0.00284639209572979,-0.00284639209572979,-0.00284639209572979,-0.00284639209572979,0.0,0.0,0.0,0.9925962504869144,0.9869961664
7,2021-01-15,0.9946720655753855,0.9850848149435417,1.0001473880491758,0.9946720655753855,0.9946720655753855,-0.0021456006592197032,-0.0021456006592197032,-0.0021456006592197032,-0.0021456006592197032,-0.0021456006592197032,-0.0021456006592197032,0.0,0.0,0.0,0.9925264649161658,0.985214394
8,2021-01-18,0.9939014890336214,0.9848125284987449,1.0000330594619227,0.9939014890336214,0.9939014890336214,-0.0016952770760396154,-0.0016952770760396154,-0.0016952770760396154,-0.0016952770760396154,-0.0016952770760396154,-0.0016952770760396154,0.0,0.0,0.0,0.9922062119575817,1.0103920493
9,2021-01-21,0.9931309124918574,0.9816593678502942,0.9970030943052547,0.9931309124918574,0.9931309124918574,-0.0036918601965932702,-0.0036918601965932702,-0.0036918601965932702,-0.0036918601965932702,-0.0036918601965932702,-0.0036918601965932702,0.0,0.0,0.0,0.9894390522952641,0.9905627867
10,2021-01-22,0.9928740536446027,0.9830174569694292,0.998153378530666,0.9928740536446027,0.9928740536446027,-0.0021456006592436632,-0.0021456006592436632,-0.0021456006592436632,-0.0021456006592436632,-0.0021456006592436632,-0.0021456006592436632,0.0,0.0,0.0,0.990728452985359,0.9859865823
11,2021-01-25,0.9921034771028385,0.9832195067230811,0.9979054526884322,0.9921034771028385,0.9921034771028385,-0.0016952770760461687,-0.0016952770760461687,-0.0016952770760461687,-0.0016952770760461687,-0.0016952770760461687,-0.0016952770760461687,0.0,0.0,0.0,0.9904082000267923,0.9869768746
12,2021-01-26,0.9918466182555838,0.9809129832278534,0.9964505725254303,0.9918466182555838,0.9918466182555838,-0.002846392095727171,-0.002846392095727171,-0.002846392095727171,-0.002846392095727171,-0.002846392095727171,-0.002846392095727171,0.0,0.0,0.0,0.9890002261598567,0.9904702424
13,2021-01-27,0.9915897594083293,0.9802260822923929,0.9948372190372236,0.9915897594083293,0.9915897594083293,-0.004158519404498494,-0.004158519404498494,-0.004158519404498494,-0.004158519404498494,-0.004158519404498494,-0.004158519404498494,0.0,0.0,0.0,0.9874312400038308,0.9837988364
14,2021-01-28,0.9913329005610746,0.9802395057511054,0.9945869871233378,0.9913329005610746,0.9913329005610746,-0.003691860196594746,-0.003691860196594746,-0.003691860196594746,-0.003691860196594746,-0.003691860196594746,-0.003691860196594746,0.0,0.0,0.0,0.9876410403644799,0.983707458
15,2021-01-29,0.9913260863870964,0.9818229585001684,0.996420163448695,0.9913260863870964,0.9913260863870964,-0.002145600659242934,-0.002145600659242934,-0.002145600659242934,-0.002145600659242934,-0.002145600659242934,-0.002145600659242934,0.0,0.0,0.0,0.9891804857278534,0.9834771038
16,2021-06-04,0.9904675004658563,0.9816189307751891,0.9957980116848886,0.9904675004658563,0.9904675004658563,-0.002145600659227631,-0.002145600659227631,-0.002145600659227631,-0.002145600659227631,-0.002145600659227631,-0.002145600659227631,0.0,0.0,0.0,0.9883218998066287,0.9895099441
