,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_주식회사 영화키스톤건축사사무소,y
420,2023-03-22,0.9987554580240683,0.9818611544636748,1.0109926957636806,0.9910288672468948,1.0065966713430063,-0.0025020253463024092,-0.0025020253463024092,-0.0025020253463024092,-0.0025020253463024092,-0.0025020253463024092,-0.0025020253463024092,0.0,0.0,0.0,0.9962534326777659,
421,2023-03-23,0.9987537531780144,0.9824607553032252,1.0116580691256265,0.9909931783240882,1.0066718947074396,-0.0018285819436151993,-0.0018285819436151993,-0.0018285819436151993,-0.0018285819436151993,-0.0018285819436151993,-0.0018285819436151993,0.0,0.0,0.0,0.9969251712343992,
422,2023-03-24,0.9987520483319606,0.9845377207391153,1.0136091545333772,0.9909576423604485,1.0066935914520097,0.00028742203995688374,0.00028742203995688374,0.00028742203995688374,0.00028742203995688374,0.00028742203995688374,0.00028742203995688374,0.0,0.0,0.0,0.9990394703719175,
423,2023-03-25,0.9987503434859066,0.9858452754140534,1.0150576658207016,0.9909222325443587,1.006713792977008,0.0019659348703283622,0.0019659348703283622,0.0019659348703283622,0.0019659348703283622,0.0019659348703283622,0.0019659348703283622,0.0,0.0,0.0,1.000716278356235,
424,2023-03-26,0.9987486386398527,0.9857943571846395,1.0160873367044667,0.990886822728269,1.006733967775536,0.0019659324788551904,0.0019659324788551904,0.0019659324788551904,0.0019659324788551904,0.0019659324788551904,0.0019659324788551904,0.0,0.0,0.0,1.000714571118708,
425,2023-03-27,0.9987469337937989,0.9830326388154179,1.0121187923773827,0.9908514129121793,1.0067541425740643,-0.000996243935348903,-0.000996243935348903,-0.000996243935348903,-0.000996243935348903,-0.000996243935348903,-0.000996243935348903,0.0,0.0,0.0,0.99775068985845,
426,2023-03-28,0.998745228947745,0.9850432745862326,1.0143659367857394,0.9908160030960895,1.0067743173725925,0.0011075618361131082,0.0011075618361131082,0.0011075618361131082,0.0011075618361131082,0.0011075618361131082,0.0011075618361131082,0.0,0.0,0.0,0.9998527907838581,
427,2023-03-29,0.9987435241016912,0.9819624820913513,1.01010601727783,0.9907805932799997,1.0067999854342096,-0.002502025346307553,-0.002502025346307553,-0.002502025346307553,-0.002502025346307553,-0.002502025346307553,-0.002502025346307553,0.0,0.0,0.0,0.9962414987553837,
428,2023-03-30,0.9987418192556373,0.9832792567729565,1.011215800176174,0.9907164758432421,1.006838068187538,-0.0018285819436134102,-0.0018285819436134102,-0.0018285819436134102,-0.0018285819436134102,-0.0018285819436134102,-0.0018285819436134102,0.0,0.0,0.0,0.9969132373120239,
429,2023-03-31,0.9987401144095834,0.984790540214155,1.0147048262585596,0.9906470457221698,1.0068761509408661,0.00028742203996122363,0.00028742203996122363,0.00028742203996122363,0.00028742203996122363,0.00028742203996122363,0.00028742203996122363,0.0,0.0,0.0,0.9990275364495447,
430,2023-04-01,0.9987384095635296,0.9857945596947038,1.0154500816070948,0.9905776156010975,1.0069142336941945,0.0019659348703342495,0.0019659348703342495,0.0019659348703342495,0.0019659348703342495,0.0019659348703342495,0.0019659348703342495,0.0,0.0,0.0,1.0007043444338637,
