,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_주식회사 아이티엠코퍼레이션건축사사무소,y
364,2023-01-24,1.0065003570370383,0.9917987569631531,1.0192806055856265,0.9984305228638221,1.0144180016918796,-3.540651749094216e-05,-3.540651749094216e-05,-3.540651749094216e-05,-3.540651749094216e-05,-3.540651749094216e-05,-3.540651749094216e-05,0.0,0.0,0.0,1.0064649505195473,
365,2023-01-25,1.0065190913138407,0.9917439428362822,1.0191868854497401,0.9984115416233512,1.0144918672692989,-0.0013969107106123568,-0.0013969107106123568,-0.0013969107106123568,-0.0013969107106123568,-0.0013969107106123568,-0.0013969107106123568,0.0,0.0,0.0,1.0051221806032282,
366,2023-01-26,1.0065378255906432,0.9911011197262657,1.0206764076251196,0.9983912941423126,1.0145653722715096,-0.0002828663909734198,-0.0002828663909734198,-0.0002828663909734198,-0.0002828663909734198,-0.0002828663909734198,-0.0002828663909734198,0.0,0.0,0.0,1.0062549591996697,
367,2023-01-27,1.0065565598674457,0.9927466996893667,1.020506935068344,0.9983378066210085,1.0146425248750994,0.0001189797270412717,0.0001189797270412717,0.0001189797270412717,0.0001189797270412717,0.0001189797270412717,0.0001189797270412717,0.0,0.0,0.0,1.006675539594487,
368,2023-01-28,1.006575294144248,0.9923775519209824,1.0206891450563782,0.9982845128379176,1.0147119212881448,0.00044225462641217647,0.00044225462641217647,0.00044225462641217647,0.00044225462641217647,0.00044225462641217647,0.00044225462641217647,0.0,0.0,0.0,1.0070175487706603,
369,2023-01-29,1.0065940284210504,0.9927714555151194,1.021265839297902,0.9982320099490064,1.014826745221837,0.000442254513758894,0.000442254513758894,0.000442254513758894,0.000442254513758894,0.000442254513758894,0.000442254513758894,0.0,0.0,0.0,1.0070362829348092,
370,2023-01-30,1.006612762697853,0.9936475509982761,1.0218233075909462,0.9981796084501904,1.014927527273221,0.0007116947518626736,0.0007116947518626736,0.0007116947518626736,0.0007116947518626736,0.0007116947518626736,0.0007116947518626736,0.0,0.0,0.0,1.0073244574497155,
371,2023-01-31,1.0066314969746553,0.9912523740349369,1.0200650166419025,0.9981272069513746,1.0150122628662333,-3.540651749028267e-05,-3.540651749028267e-05,-3.540651749028267e-05,-3.540651749028267e-05,-3.540651749028267e-05,-3.540651749028267e-05,0.0,0.0,0.0,1.006596090457165,
372,2023-02-01,1.0066502312514578,0.9893298656200754,1.0192397835976361,0.9980748054525587,1.0150969984592453,-0.001396910710611896,-0.001396910710611896,-0.001396910710611896,-0.001396910710611896,-0.001396910710611896,-0.001396910710611896,0.0,0.0,0.0,1.0052533205408458,
373,2023-02-02,1.0066689655282604,0.9913471877247872,1.0215432620946936,0.9980482640905236,1.0151817340522575,-0.0002828663909725813,-0.0002828663909725813,-0.0002828663909725813,-0.0002828663909725813,-0.0002828663909725813,-0.0002828663909725813,0.0,0.0,0.0,1.0063860991372877,
374,2023-02-03,1.0066876998050627,0.9917424728108563,1.020220783103888,0.9980283639591929,1.0152665632522853,0.00011897972704171032,0.00011897972704171032,0.00011897972704171032,0.00011897972704171032,0.00011897972704171032,0.00011897972704171032,0.0,0.0,0.0,1.0068066795321045,
375,2023-02-04,1.006706434081865,0.9921851865845541,1.0224102330335345,0.9980084638278621,1.0153506169810957,0.00044225462641318087,0.00044225462641318087,0.00044225462641318087,0.00044225462641318087,0.00044225462641318087,0.00044225462641318087,0.0,0.0,0.0,1.0071486887082781,
376,2023-02-05,1.0067251683586675,0.9928434153417453,1.0216749701779035,0.9979249194008856,1.0154178292527587,0.000442254513757905,0.000442254513757905,0.000442254513757905,0.000442254513757905,0.000442254513757905,0.000442254513757905,0.0,0.0,0.0,1.0071674228724254,
377,2023-02-06,1.0067439026354699,0.9924616788031847,1.0216457979134672,0.9978326490680453,1.0154809018511706,0.0007116947518620789,0.0007116947518620789,0.0007116947518620789,0.0007116947518620789,0.0007116947518620789,0.0007116947518620789,0.0,0.0,0.0,1.007455597387332,
378,2023-02-07,1.0067626369122724,0.9909082704913945,1.0225269327442565,0.9977550532622615,1.0155439744495827,-3.5406517486691966e-05,-3.5406517486691966e-05,-3.5406517486691966e-05,-3.5406517486691966e-05,-3.5406517486691966e-05,-3.5406517486691966e-05,0.0,0.0,0.0,1.0067272303947856,
379,2023-02-08,1.006781371189075,0.9910425198708371,1.0207258920296425,0.9977007961172532,1.0156070470479948,-0.0013969107106114641,-0.0013969107106114641,-0.0013969107106114641,-0.0013969107106114641,-0.0013969107106114641,-0.0013969107106114641,0.0,0.0,0.0,1.0053844604784634,
380,2023-02-09,1.0068001054658773,0.9917790143694831,1.020485923680721,0.9976465389722448,1.0156809689301607,-0.0002828663909717429,-0.0002828663909717429,-0.0002828663909717429,-0.0002828663909717429,-0.0002828663909717429,-0.0002828663909717429,0.0,0.0,0.0,1.0065172390749055,
